genes,tair_symbol,description,log2FoldChange,padj,uniprotswissprot,external_gene_name,external_gene_source,batchcorr,refgroup,logFC_scheible2004,Padj_scheible2004,logFC_nguyen2017,Padj_nguyen2017,notes,qPCR_gene
AT5G20450,,CONTAINS InterPro DOMAIN/s: Dilute (InterPro:IPR002710); BEST Arabidopsis thaliana protein match is: Myosin family protein with Dil domain (TAIR:AT5G20490.2); Ha. [Source:TAIR;Acc:AT5G20450],-0.678913089,0.01868525,,,,p,em24,NA,NA,NA,NA,,
AT5G03240,UBQ3,Ubiquitin 4 [Source:UniProtKB/TrEMBL;Acc:A0A1P8BGQ7],-0.678729942,0.042460922,Q1EC66,UBQ3,UniProtKB Gene Name,p,en6,0.839052114157355,6.74874903205709e-05,NA,NA,,
AT5G18690,AGP25,ATAGP25 [Source:UniProtKB/TrEMBL;Acc:A0A178UK45],-0.677793082,0.001853676,Q6NN00,AGP25,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT3G49290,ABIL2,At3g49290 [Source:UniProtKB/TrEMBL;Acc:Q147L2],-0.677046423,0.025950582,Q9M3A3,ABIL2,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT2G35360,,Ubiquitin family protein [Source:UniProtKB/TrEMBL;Acc:O82301],-0.675537199,0.01868525,,,,p,em24,NA,NA,NA,NA,,
AT3G54910,,At3g54910 [Source:UniProtKB/TrEMBL;Acc:Q501B7],-0.67390774,0.016653928,,,,p,em24,NA,NA,NA,NA,,
AT1G31812,ACBP6,ACBP6 [Source:UniProtKB/TrEMBL;Acc:A0A178WJ33],-0.67375769,0.024339343,P57752,ACBP6,UniProtKB Gene Name,p,en6,0.378750650764609,0.00267933484742178,NA,NA,,
AT1G54370,NHX5,Sodium/hydrogen exchanger 5 [Source:UniProtKB/Swiss-Prot;Acc:Q8S396],-0.672548978,0.000156567,Q8S396,NHX5,UniProtKB Gene Name,p,em24,0.213119579595874,0.0492018738215867,NA,NA,,
AT3G57920,SPL15,Squamosa promoter-binding-like protein 15 [Source:UniProtKB/Swiss-Prot;Acc:Q9M2Q6],-0.670285289,0.045562448,Q9M2Q6,SPL15,UniProtKB Gene Name,p,em24,-0.353861843160384,0.030557682429023,NA,NA,,
AT4G22490,,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9SUX0],-0.669761393,0.001244849,,,,p,nm2,NA,NA,NA,NA,,
AT1G19485,,Transducin/WD40 repeat-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4HP69],-0.668257305,0.041408723,,,,p,em24,NA,NA,NA,NA,,
AT3G61420,,General transcription and DNA repair factor IIH subunit TFB1-3 [Source:UniProtKB/Swiss-Prot;Acc:Q9M322],-0.667288263,0.000567013,,TFB1-3,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT2G45680,,Transcription factor TCP9 [Source:UniProtKB/Swiss-Prot;Acc:O64647],-0.758993785,0.003057567,O64647,TCP9,UniProtKB Gene Name,p,em2,0.462737842880177,0.000759026624635009,0.833,0.0016,,
AT2G42247,NA,NA,-0.665958264,0.023601008,NA,NA,NA,p,em24,NA,NA,NA,NA,,
AT3G01950,,At3g01950 [Source:UniProtKB/TrEMBL;Acc:Q9S721],-0.661839595,0.0042946,,,,p,nm2,NA,NA,NA,NA,,
AT5G27730,,Heparan-alpha-glucosaminide N-acetyltransferase-like protein (DUF1624) [Source:UniProtKB/TrEMBL;Acc:Q94CC1],-0.661555258,0.008207997,,,,p,em24,-0.318802929829619,0.00966003431571871,NA,NA,,
AT2G42250,CYP712A1,"Cytochrome P450, family 712, subfamily A, polypeptide 1 [Source:UniProtKB/TrEMBL;Acc:O48532]",-0.661528972,0.02679197,,CYP712A1,TAIR Gene Name,p,em24,NA,NA,NA,NA,,
AT2G43100,IPMI2,IPMI2 [Source:UniProtKB/TrEMBL;Acc:A0A178VZE1],-0.752856116,0.000354742,Q9ZW84,IPMI2,UniProtKB Gene Name,p,em2,-0.764977790496199,1.37697355667936e-05,NA,NA,,
AT3G46030,HTB11,HTB11 [Source:UniProtKB/TrEMBL;Acc:A0A384L1F0],-0.65835047,0.027515896,Q9LZT0,HTB11,TAIR Gene Name,p,en6,NA,NA,NA,NA,,
AT1G27920,MAP65-8,65-kDa microtubule-associated protein 8 [Source:UniProtKB/Swiss-Prot;Acc:Q9C7G0],-0.658065442,0.038540949,Q9C7G0,MAP65-8,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT2G20410,,Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9SK61],-0.65757807,0.023037392,,,,p,em24,0.456478135276333,0.00179487308916298,NA,NA,,
AT3G05930,GLP8,GLP8 [Source:UniProtKB/TrEMBL;Acc:A0A384KAA2],-0.657552755,0.031427967,P93000,GLP8,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT1G71100,RSW10,Probable ribose-5-phosphate isomerase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9C998],-0.657406899,0.013821445,Q9C998,RPI1,UniProtKB Gene Name,p,nm2,0.506641640893503,0.00617030994697804,NA,NA,,
AT1G07350,,Serine/arginine-rich splicing factor SR45a [Source:UniProtKB/Swiss-Prot;Acc:Q84TH4],-0.657343484,0.001164932,Q84TH4,SR45A,UniProtKB Gene Name,p,em24,0.443985793923291,0.000579584428056896,NA,NA,,
AT5G11740,AGP15,ATAGP15 [Source:UniProtKB/TrEMBL;Acc:C0SVP3],-0.745428519,0.033020047,Q9LYF6,AGP15,UniProtKB Gene Name,r+p,em2,0.321338278270616,0.00165949196072066,NA,NA,,
AT2G38360,PRA1.B4,PRA1 family protein B4 [Source:UniProtKB/Swiss-Prot;Acc:O80915],-0.655448644,0.000601839,O80915,PRA1B4,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT5G46330,FLS2,Leucine-rich repeat receptor-like protein kinase (Fragment) [Source:UniProtKB/TrEMBL;Acc:C0LGU8],-0.655357809,0.017273837,Q9FL28,FLS2,UniProtKB Gene Name,p,en2,0.521511018450994,0.0131270258617494,NA,NA,,
AT1G05030,,Probable plastidic glucose transporter 1 [Source:UniProtKB/Swiss-Prot;Acc:Q0WVE9],-0.655195898,0.001923825,,,,p,em24,NA,NA,NA,NA,,
AT4G30690,,"Translation initiation factor IF3-4, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q94B52]",-0.654818753,0.001178802,,IF3-4,UniProtKB Gene Name,p,em24,-0.991616683971477,1.37744557943806e-05,NA,NA,,
AT5G20225,NA,NA,-0.654363851,0.023898953,NA,NA,NA,p,em24,NA,NA,NA,NA,,
AT2G38195,,RING/U-box superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4ISV9],-0.654173904,0.044914979,,,,p,em24,NA,NA,NA,NA,,
AT5G63080,,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q67ZB6],-0.653284024,0.009266946,,,,p,em24,0.584518184727252,0.00550208757738694,NA,NA,,
AT4G39330,ATCAD9,Probable cinnamyl alcohol dehydrogenase 9 [Source:UniProtKB/Swiss-Prot;Acc:P42734],-0.652974347,0.000619401,P42734,CAD9,UniProtKB Gene Name,p,en6,-0.897612250135345,2.52573502018529e-06,NA,NA,,
AT5G17580,,Phototropic-responsive NPH3 family protein [Source:TAIR;Acc:AT5G17580],-0.652060802,0.027731221,,,,p,em24,NA,NA,NA,NA,,
AT5G43350,ATPT1,Inorganic phosphate transporter 1-1 [Source:UniProtKB/Swiss-Prot;Acc:Q8VYM2],-0.651753934,0.007520586,Q8VYM2,PHT1-1,UniProtKB Gene Name,p,nm2,0.592410974830012,0.00134574504551322,NA,NA,,
AT3G26510,,Octicosapeptide/Phox/Bem1p family protein [Source:UniProtKB/TrEMBL;Acc:Q27GK5],-0.651405633,0.00975902,,,,p,nm2,NA,NA,NA,NA,,
AT3G13110,ATSERAT2;2,"Serine acetyltransferase 3, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q39218]",-0.649744243,4.47852E-07,Q39218,SAT3,UniProtKB Gene Name,p,nm2,0.655191285183008,2.38750673444891e-05,0.704,0.001,,
AT5G02680,,"LOCATED IN: endomembrane system; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: methionine--tRNA ligase, putative / methionyl-tRNA synthetase, putative / MetRS, putative (TAIR:AT4G1 /.../); Ha. [Source:TAIR;Acc:AT5G02680]",-0.649405646,0.049502549,,,,p,em24,NA,NA,NA,NA,,
AT5G20580,,TMEM192 family protein [Source:UniProtKB/TrEMBL;Acc:Q0WP45],-0.647962632,0.004519282,,,,p,em24,0.336528080833294,0.012283200663356,NA,NA,,
AT1G27370,SPL10,Squamosa promoter-binding-like protein 10 [Source:UniProtKB/Swiss-Prot;Acc:Q8S9L0],-0.645323241,0.041210731,,SPL10,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT1G54260,,Winged-helix DNA-binding transcription factor family protein [Source:UniProtKB/TrEMBL;Acc:F4HV94],-0.645089502,0.013554669,,,,p,em24,0.563039350516138,0.00153597532924633,NA,NA,,
AT5G14330,,Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:Q9LY96],-0.727061707,0.000404161,,,,p,em2,NA,NA,NA,NA,,
AT4G15490,UGT84A3,UDP-glycosyltransferase 84A3 [Source:UniProtKB/Swiss-Prot;Acc:O23401],-0.643464104,0.04145117,O23401,UGT84A3,UniProtKB Gene Name,p,en6,NA,NA,2.564,0.00012,,
AT4G16765,,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:UniProtKB/TrEMBL;Acc:A1A6I8],-0.642966213,0.019469259,,,,p,em24,NA,NA,NA,NA,,
AT4G40090,AGP3,AGP3 [Source:UniProtKB/TrEMBL;Acc:A0A178USX4],-0.72569846,0.004966478,Q9ZT17,AGP3,UniProtKB Gene Name,p,em2,1.02316631939948,0.00122661254541892,NA,NA,,
AT1G02730,ATCSLD5,Cellulose synthase-like protein D5 [Source:UniProtKB/Swiss-Prot;Acc:Q9SRW9],-0.639897722,0.01136837,Q9SRW9,CSLD5,UniProtKB Gene Name,p,en6,-1.17205413002278,3.53953659722032e-05,NA,NA,,
AT3G05932,NA,NA,-0.639588285,0.048933485,NA,NA,NA,p,em24,NA,NA,NA,NA,,
AT4G29720,ATPAO5,Probable polyamine oxidase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9SU79],-0.639198244,0.02487455,Q9SU79,PAO5,UniProtKB Gene Name,p,en6,-0.650196279174457,0.000127692058635662,NA,NA,,
AT4G20110,VSR7,VACUOLAR SORTING RECEPTOR 7 [Source:UniProtKB/TrEMBL;Acc:F4JUS0],-0.638868822,0.015386225,,VSR7,TAIR Gene Name,p,en2,1.5895202758318,8.75970796741299e-09,0.733,0.0019,,
AT5G51290,,Ceramide kinase [Source:UniProtKB/Swiss-Prot;Acc:Q6USK2],-0.638380466,0.030829484,Q6USK2,CERK,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT4G29890,,"Choline monooxygenase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SZR0]",-0.637570867,0.021314208,Q9SZR0,,,p,em24,NA,NA,NA,NA,,
AT5G25510,,Serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B' kappa isoform [Source:UniProtKB/Swiss-Prot;Acc:Q93YV6],-0.637335279,0.048957731,Q93YV6,B'KAPPA,UniProtKB Gene Name,p,en6,-0.22670163149784,0.0439456923487487,NA,NA,,
AT5G09300,,"2-oxoisovalerate dehydrogenase subunit alpha 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q84JL2]",-0.636773117,0.033893271,,,,p,em24,0.331561222284634,0.00635783584658241,NA,NA,,
AT3G56450,ALPHA-SNAP1,Alpha-soluble NSF attachment protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXZ5],-0.636716152,0.022027457,Q9LXZ5,ASNAP1,UniProtKB Gene Name,p,em24,0.304505459228699,0.0142156359033741,NA,NA,,
AT1G64572,NA,NA,-0.636330003,0.018097299,NA,NA,NA,p,em24,NA,NA,NA,NA,,
AT4G30670,,At4g30670 [Source:UniProtKB/TrEMBL;Acc:Q8LGE4],-0.636158678,0.02174085,,,,p,nm2,NA,NA,NA,NA,,
AT2G03280,,,-0.63569106,0.026748869,,,,p,em24,-0.317351038009568,0.0352010395813209,NA,NA,,
AT4G09020,ATISA3,"Isoamylase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9M0S5]",-0.635336785,0.049263257,Q9M0S5,ISA3,UniProtKB Gene Name,p,em24,2.06885067343257,4.12368069351795e-09,1.802,0.00018,,
AT1G56580,SVB,At1g56580/F25P12_18 [Source:UniProtKB/TrEMBL;Acc:Q9FXB0],-0.635325131,0.041068607,,SVB,TAIR Gene Name,p,en6,-0.284487873403675,0.00767355736296503,NA,NA,,
AT1G55250,HUB2,E3 ubiquitin-protein ligase BRE1-like 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9C895],-0.6349907,0.016653928,Q9C895,HUB2,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT4G33030,SQD1,"UDP-sulfoquinovose synthase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O48917]",-0.711198997,0.012763835,O48917,SQD1,UniProtKB Gene Name,p,em2,-0.443899075734478,0.00130019607224777,NA,NA,,
AT2G39580,,CONTAINS InterPro DOMAIN/s: Putative zinc-finger domain (InterPro:IPR019607); Ha. [Source:TAIR;Acc:AT2G39580],-0.634358742,0.017776462,,,,p,em24,NA,NA,NA,NA,,
AT2G39690,,"Protein of unknown function, DUF547 [Source:TAIR;Acc:AT2G39690]",-0.633945012,0.040974905,,,,p,em24,NA,NA,NA,NA,,
AT3G57170,,N-acetylglucosaminyl transferase component family protein / Gpi1 family protein [Source:UniProtKB/TrEMBL;Acc:F4J262],-0.633305529,0.00782195,,,,p,em24,NA,NA,NA,NA,,
AT4G13520,SMAP1,SMAP1 [Source:UniProtKB/TrEMBL;Acc:A0A178UU77],-0.631648649,0.020126591,Q9T0H2,SMAP1,UniProtKB Gene Name,p,en6,0.30459896145785,0.0034406980986418,NA,NA,,
AT2G41780,,At2g41780 [Source:UniProtKB/TrEMBL;Acc:O22942],-0.631153302,0.024144496,,,,p,nm2,0.686796444442518,0.00103313962745796,NA,NA,,
AT5G02550,,At5g02550 [Source:UniProtKB/TrEMBL;Acc:Q9LZ47],-0.630515405,0.002230507,,,,p,nm2,0.311038935784954,0.0491273678765617,NA,NA,,
AT2G40080,ELF4,Protein EARLY FLOWERING 4 [Source:UniProtKB/Swiss-Prot;Acc:O04211],-0.628988802,0.012482612,O04211,ELF4,UniProtKB Gene Name,p,en6,0.342034325405394,0.0160012480808053,NA,NA,,
AT4G12680,,Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q45GJ7],-0.628413064,0.035644172,,,,p,em24,NA,NA,NA,NA,,
AT3G58160,XIJ,Myosin-16 [Source:UniProtKB/Swiss-Prot;Acc:Q9M2K0],-0.628048346,0.025888565,Q9M2K0,XI-J,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT5G06640,,Proline-rich extensin-like family protein [Source:UniProtKB/TrEMBL;Acc:Q9FG06],-0.697105571,0.012157892,,,,p,em2,0.466344070085423,0.0125162395450305,NA,NA,,
AT3G47360,ATHSD3,11-beta-hydroxysteroid dehydrogenase-like 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9STY7],-0.626251793,0.016653928,Q9STY7,HSD3,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT4G11840,PLDGAMMA3,Phospholipase D gamma 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9T052],-0.625902927,0.040905408,Q9T052,PLDGAMMA3,UniProtKB Gene Name,p,em24,1.48382397304044,2.95742540228857e-06,NA,NA,,
AT2G01150,RHA2B,RING-H2 finger protein 2B [Source:TAIR;Acc:AT2G01150],-0.625285307,0.019440244,,RHA2B,TAIR Gene Name,p,nm2,NA,NA,NA,NA,,
AT3G47510,,Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:Q9SN87],-0.624552271,0.043102215,,,,p,em24,0.55390976887469,0.000227247377685915,NA,NA,,
AT1G59980,ATDJC39,Chaperone protein dnaJ 39 [Source:UniProtKB/Swiss-Prot;Acc:Q6XL73],-0.622622865,0.011156906,,ATJ39,UniProtKB Gene Name,p,em24,-0.291931361469757,0.0341583433091681,NA,NA,,
AT2G05920,,Subtilisin-like protease SBT1.8 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZUF6],-0.622388956,0.02303651,Q9ZUF6,SBT1.8,UniProtKB Gene Name,p,en6,-0.280972290692972,0.0261057234674291,NA,NA,,
AT4G37680,HHP4,heptahelical protein 4 [Source:TAIR;Acc:AT4G37680],-0.69469979,0.000487579,Q9SZG0,HHP4,TAIR Gene Name,p,em2,0.284632615591558,0.017352081870477,NA,NA,,
AT2G46915,,Protein of unknown function (DUF3754) [Source:TAIR;Acc:AT2G46915],-0.622054098,0.010139068,,,,p,em24,NA,NA,NA,NA,,
AT3G56200,,Amino acid transporter AVT6C [Source:UniProtKB/Swiss-Prot;Acc:Q9LYM2],-0.620602738,0.015919323,Q9LYM2,AVT6C,UniProtKB Gene Name,p,nm2,0.664006418006906,0.00203566683178171,1.329,8.7e-05,,
AT4G31115,,Protein of unknown function (DUF1997) [Source:TAIR;Acc:AT4G31115],-0.620069564,0.0494874,,,,p,em24,NA,NA,NA,NA,,
AT1G53170,ATERF-8,Ethylene-responsive transcription factor 8 [Source:UniProtKB/Swiss-Prot;Acc:Q9MAI5],-0.61911013,0.003285927,Q9MAI5,ERF8,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT3G14150,,HAOX2 [Source:UniProtKB/TrEMBL;Acc:A0A178VKC7],-0.618456039,0.016653928,,GLO3,UniProtKB Gene Name,p,em24,0.72215512028747,7.31904977917955e-05,NA,NA,,
AT3G09070,,"UPF0503 protein At3g09070, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SS80]",-0.618431675,0.000520559,Q9SS80,OPS,UniProtKB Gene Name,p,nm2,-0.479437588003031,0.00229515546345831,NA,NA,,
AT1G05900,ATNTH2,Endonuclease III homolog [Source:UniProtKB/TrEMBL;Acc:A0A178W393],-0.618197292,0.03159211,B9DFZ0,NTH2,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT3G09390,MT2A,Metallothionein-like protein 2A [Source:UniProtKB/Swiss-Prot;Acc:P25860],-0.618159725,0.004435313,P25860,MT2A,UniProtKB Gene Name,p,en6,0.529681426529786,2.67200895858562e-05,1.466,0.00014,,
AT2G45380,,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: inflorescence meristem, flower, cultured cell; EXPRESSED DURING: petal differentiation and expansion stage; BEST /.../dopsis thaliana protein match is: Calcium-binding EF-hand family protein (TAIR:AT4G34070.1); Ha. [Source:TAIR;Acc:AT2G45380]",-0.617678888,0.020680511,,,,p,em24,NA,NA,NA,NA,,
AT1G07260,UGT71C3,UDP-glycosyltransferase 71C3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LML7],-0.680961581,0.035307245,Q9LML7,UGT71C3,UniProtKB Gene Name,p,em2,NA,NA,0.762,0.00045,,
AT2G46790,APRR9,Two-component response regulator-like APRR9 [Source:UniProtKB/Swiss-Prot;Acc:Q8L500],-0.616757852,0.011069987,,APRR9,UniProtKB Gene Name,p,em24,0.913691022134319,0.000413083329269654,0.738,0.0032,,
AT2G24980,,Proline-rich extensin-like family protein [Source:TAIR;Acc:AT2G24980],-0.680369783,0.002962201,,,,r,em2,0.597970947636148,0.000540476225587955,NA,NA,,
AT1G26150,ATPERK10,Proline-rich receptor-like protein kinase PERK10 [Source:UniProtKB/Swiss-Prot;Acc:Q9C660],-0.615693234,0.001267476,Q9C660,PERK10,UniProtKB Gene Name,p,em24,-0.4220993995495,0.047495482875843,NA,NA,,
AT2G16660,,At2g16660/T24I21.7 [Source:UniProtKB/TrEMBL;Acc:Q9SLF1],-0.680013352,0.004964497,,,,r,em2,-0.333192981491836,0.0230878548303779,NA,NA,,
AT4G13572,,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; Ha. [Source:TAIR;Acc:AT4G13572],-0.615600063,0.039921915,,,,p,em24,NA,NA,NA,NA,,
AT3G26780,,Phosphoglycerate mutase family protein [Source:UniProtKB/TrEMBL;Acc:Q9LW33],-0.61494005,0.044334259,,,,p,en6,NA,NA,NA,NA,,
AT1G65070,,"DNA mismatch repair protein MutS, type 2 [Source:UniProtKB/TrEMBL;Acc:Q9SS53]",-0.614158967,0.027731221,,,,p,em24,-0.574338851770292,0.00156956054466125,NA,NA,,
AT5G41260,,Serine/threonine-protein kinase BSK8 [Source:UniProtKB/Swiss-Prot;Acc:Q9FHD7],-0.613898487,0.007494245,Q9FHD7,BSK8,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT3G04720,PR4,Hevein-like preproprotein [Source:UniProtKB/Swiss-Prot;Acc:P43082],-0.679068569,0.002962201,P43082,HEL,UniProtKB Gene Name,r,em2,-0.61187946548161,0.000183913661637082,NA,NA,,
AT4G09030,AGP10,Classical arabinogalactan protein 10 [Source:UniProtKB/Swiss-Prot;Acc:Q9M0S4],-0.666724287,0.003118344,Q9M0S4,AGP10,UniProtKB Gene Name,p,em2,0.638164732421574,8.72935223719372e-05,NA,NA,,
AT1G28290,AGP31,Non-classical arabinogalactan protein 31 [Source:UniProtKB/Swiss-Prot;Acc:Q9FZA2],-0.611869275,4.63339E-05,,AGP31,UniProtKB Gene Name,p,nm2,-0.617252125135789,0.000151049311285338,NA,NA,,
AT5G58390,,Peroxidase [Source:UniProtKB/TrEMBL;Acc:A0A178UMG0],-0.659926473,0.007563416,Q9LVL2,PER67,UniProtKB Gene Name,p,em2,-0.798305299248172,6.9917931641648e-05,NA,NA,,
AT3G26085,,CAAX amino terminal protease family protein [Source:UniProtKB/TrEMBL;Acc:A8MRZ2],-0.611263013,0.009895028,,,,p,em24,NA,NA,NA,NA,,
AT1G74320,,Probable choline kinase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q8L518],-0.610995699,0.00505443,Q8L518,,,p,em24,-0.488719591300329,0.00477566761152192,NA,NA,,
AT5G35170,,"Adenylate kinase 5, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8VYL1]",-0.609983536,0.012726891,,,,p,em24,-1.41076069291302,4.85763899218305e-07,NA,NA,,
AT3G29390,RIK,Protein RIK [Source:UniProtKB/Swiss-Prot;Acc:Q9LIA4],-0.607760102,0.018678791,,RIK,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT4G38770,PRP4,Proline-rich protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9T0I5],-0.607516224,0.000398395,Q9T0I5,PRP4,UniProtKB Gene Name,p,nm2,-0.729103274442528,7.09309653743367e-05,NA,NA,,
AT5G26610,,At5g26610 [Source:UniProtKB/TrEMBL;Acc:Q147M4],-0.607312788,0.028459333,,,,p,em24,0.293501315156279,0.0135003674162829,NA,NA,,
AT1G70620,,Cyclin-like protein [Source:UniProtKB/TrEMBL;Acc:F4I6U7],-0.605156099,0.011443218,,,,p,em24,NA,NA,NA,NA,,
AT5G01780,,2-oxoglutarate-dependent dioxygenase family protein [Source:UniProtKB/TrEMBL;Acc:F4KAV2],-0.604788487,0.041547675,,,,p,em24,NA,NA,NA,NA,,
AT3G46970,ATPHS2,"Alpha-glucan phosphorylase 2, cytosolic [Source:UniProtKB/Swiss-Prot;Acc:Q9SD76]",-0.604728296,0.049263257,Q9SD76,PHS2,UniProtKB Gene Name,p,em24,0.368948668865318,0.0269560207323799,NA,NA,,
AT4G13195,CLE44,CLAVATA3/ESR (CLE)-related protein 44 [Source:UniProtKB/Swiss-Prot;Acc:Q941C5],-0.604428276,0.035677434,Q941C5,CLE44,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT3G50240,KICP-02,Kinesin-like protein KIN-4B [Source:UniProtKB/Swiss-Prot;Acc:Q94LW7],-0.604320444,0.002670808,,KIN4B,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT5G02810,PRR7,Two-component response regulator-like APRR7 [Source:UniProtKB/Swiss-Prot;Acc:Q93WK5],-0.603662652,0.006095132,,APRR7,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT3G50670,U1-70K,U1SNRNP [Source:UniProtKB/TrEMBL;Acc:A0A178VDW4],-0.603341942,0.028787213,Q42404,RNU1,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT1G73310,scpl4,Serine carboxypeptidase-like 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9CAU4],-0.602908982,0.017658331,Q9CAU4,SCPL4,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT1G33590,,Leucine-rich repeat (LRR) family protein [Source:TAIR;Acc:AT1G33590],-0.60060753,0.022198576,,,,p,nm24,-1.0222621911369,1.30882117932817e-05,0.742,0.00041,,
AT3G56880,,VQ motif-containing protein [Source:UniProtKB/TrEMBL;Acc:Q9LES0],-0.599690624,0.037847846,,,,p,nm2,0.624661370017206,0.00110401033614883,NA,NA,,
AT4G21990,APR3,"5'-adenylylsulfate reductase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P92980]",-0.656665005,0.032472943,P92980,APR3,UniProtKB Gene Name,p,em2,-0.477634619883123,0.000776774439353211,2.039,0.00021,,
AT4G38950,,Kinesin-like protein KIN-7F [Source:UniProtKB/Swiss-Prot;Acc:F4JUI9],-0.599298529,0.011687444,F4JUI9,KIN7F,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT2G21370,XK-1,D-ribulose kinase [Source:UniProtKB/Swiss-Prot;Acc:Q8L794],-0.598178152,0.018203515,,XK-1,TAIR Gene Name,p,em24,-0.500983524780542,0.000498972210838411,NA,NA,,
AT1G70900,,F15H11.13 protein [Source:UniProtKB/TrEMBL;Acc:Q9SSK4],-0.596480998,0.045585194,,,,p,nm2,0.815396691714471,2.67422443166549e-05,NA,NA,,
AT2G40850,ATPI4K GAMMA 1,Phosphatidylinositol 4-kinase gamma 1 [Source:UniProtKB/Swiss-Prot;Acc:O22199],-0.644780458,0.040532148,O22199,PI4KG1,UniProtKB Gene Name,p,em2,NA,NA,NA,NA,,
AT5G19260,,Protein FANTASTIC FOUR 3 [Source:UniProtKB/Swiss-Prot;Acc:Q6NMR8],-0.5960712,0.045777383,Q6NMR8,FAF3,UniProtKB Gene Name,p,nm2,0.839546124039108,1.1848452476951e-05,NA,NA,,
AT3G49050,,Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9SMU2],-0.594692825,0.035644172,,,,p,em24,NA,NA,NA,NA,,
AT3G03250,UGP,UTP--glucose-1-phosphate uridylyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1I9LT02],-0.641251393,0.000436609,,UGP,TAIR Gene Name,p,em2,0.699307201155475,6.40473358371532e-06,NA,NA,,
AT3G19670,ATPRP40B,Pre-mRNA-processing protein 40B [Source:UniProtKB/Swiss-Prot;Acc:F4JCC1],-0.593672924,0.047250513,F4JCC1,PRP40B,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT3G02830,ZFN1,Zinc finger CCCH domain-containing protein 33 [Source:UniProtKB/Swiss-Prot;Acc:Q8GXX7],-0.592518366,0.004912909,,ZFN1,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
