Group.1,transcript,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,tair_symbol,uniprotswissprot,entrezgene_id,description,external_gene_name,external_gene_source
AT2G41680,AT2G41680.1,1072.19790181664,0.232216075248241,0.0602383372872041,3.85495492913562,0.000115750951909473,0.00927781218571168,AT2G41680,NTRC,O22229,818766,Thioredoxin reductase [Source:UniProtKB/TrEMBL;Acc:A0A178VZE7],NTRC,UniProtKB Gene Name
AT2G41950,AT2G41950.1,172.475705178764,0.321781172775046,0.0946079326614143,3.4012071051869,0.000670889792030361,0.030680860320505,AT2G41950,,,818795,At2g41950/T6D20.26 [Source:UniProtKB/TrEMBL;Acc:O23684],,
AT2G43100,AT2G43100.1,505.940219368694,0.425199028175552,0.124230085788683,3.42267354543102,0.00062008500234336,0.0290862156439767,AT2G43100,IPMI2,Q9ZW84,818912,IPMI2 [Source:UniProtKB/TrEMBL;Acc:A0A178VZE1],IPMI2,UniProtKB Gene Name
AT2G44130,AT2G44130.1,287.667074607184,-0.38769899236927,0.0964718330525114,-4.01877916177086,5.85004691276438e-05,0.00553748726342525,AT2G44130,,O80582,819019,F-box/kelch-repeat protein At2g44130 [Source:UniProtKB/Swiss-Prot;Acc:O80582],,
AT2G44140,"AT2G44140.2,AT2G44140.1",344.969245964491,-0.340479479088819,0.0860014853061579,-3.95899533451942,7.52657069342512e-05,0.00673933208305876,AT2G44140,,",Q8S929",819020,Cysteine protease ATG4a [Source:UniProtKB/Swiss-Prot;Acc:Q8S929],ATG4A,UniProtKB Gene Name
AT2G45220,AT2G45220.1,142.096321650371,-0.994994353157594,0.278710267342561,-3.56999533115389,0.000356987590391357,0.0199331441623579,AT2G45220,,O22149,819130,Probable pectinesterase/pectinesterase inhibitor 17 [Source:UniProtKB/Swiss-Prot;Acc:O22149],PME17,UniProtKB Gene Name
AT2G45470,AT2G45470.1,1283.11567811206,0.386593363236091,0.104339168373909,3.7051604805848,0.000211256935240989,0.0136780186595649,AT2G45470,FLA8,O22126,819155,Fasciclin-like arabinogalactan protein 8 [Source:UniProtKB/Swiss-Prot;Acc:O22126],FLA8,UniProtKB Gene Name
AT2G47000,"AT2G47000.2,AT2G47000.5,AT2G47000.1,AT2G47000.4,AT2G47000.3,AT2G47000.6,AT2G47000.7","218.921239499801,217.06762107643,271.013568701098,246.874548220102","-0.652964114270591,-0.652541287232204,-0.534900533853876,-0.640060906338226","0.146947537270686,0.14813797913289,0.141975969606747,0.14852579646973","-4.4435185944477,-4.40495604875797,-3.76754274216597,-4.30942584757439","8.84995039432597e-06,1.0580532764143e-05,0.000164862320504739,1.6367892696709e-05","0.00123886840801698,0.00140335482269071,0.0117882489460187,0.00201670023362716",AT2G47000,MDR4,",O80725",819314,ABC transporter B family member 4 [Source:UniProtKB/Swiss-Prot;Acc:O80725],ABCB4,UniProtKB Gene Name
AT2G47440,"AT2G47440.2,AT2G47440.1","352.066978438361,352.826354670589","0.39717494456288,0.400048591685296","0.0965041803067205,0.0959053185852141","4.1156242486132,4.17128682315824","3.8613292048307e-05,3.02884329632154e-05","0.00398384958133,0.00330809599144394",AT2G47440,,,819357,Tetratricopeptide repeat (TPR)-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:O22266],,
AT2G47520,AT2G47520.1,42.0563527065746,-1.1893586685189,0.289811088077192,-4.10391015888982,4.06225267592375e-05,0.00417669613924201,AT2G47520,HRE2,O22259,819365,Ethylene-responsive transcription factor ERF071 [Source:UniProtKB/Swiss-Prot;Acc:O22259],ERF071,UniProtKB Gene Name
AT2G47935,AT2G47935.1,939.599570715205,0.207504799235976,0.062892074262313,3.2993791613631,0.000968989351859686,0.0392060271551458,AT2G47935,,,28718364,Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:A0A1P8B1Y5],,
AT2G47940,"AT2G47940.2,AT2G47940.1",935.937158256473,0.21076636895085,0.0627667145546819,3.35793215315152,0.000785278853452395,0.0344840347178057,AT2G47940,DEGP2,",O82261",819406,EMB3117 [Source:UniProtKB/TrEMBL;Acc:A0A178VUR8],DEGP2,UniProtKB Gene Name
AT3G00800,AT3G00800.1,82.2279651744402,-0.634609445334332,0.173004417943013,-3.66816901487088,0.000244293680328783,0.0150332162855774,AT3G00800,"NA","NA","NA","NA","NA","NA"
AT3G01205,AT3G01205.1,595.126257550375,0.256640940378857,0.0691590376808528,3.7108807320769,0.000206539403758841,0.0135052311444679,AT3G01205,"NA","NA","NA","NA","NA","NA"
AT3G01290,AT3G01290.1,6806.98693594673,-0.226487232006398,0.0485573736821927,-4.66432211694054,3.09636039687875e-06,0.000623812013200903,AT3G01290,,Q9SRH6,821309,HIR2 [Source:UniProtKB/TrEMBL;Acc:A0A178V7M0],HIR3,UniProtKB Gene Name
AT3G01500,"AT3G01500.2,AT3G01500.1","915.01250668271,944.25426462739","0.430477093439059,0.427308565370259","0.103304369681326,0.100879926678072","4.16707535960964,4.23581359980448","3.0853252371711e-05,2.27725633241261e-05","0.00334527791260839,0.00268383209737339",AT3G01500,CA1,"P27140,",821134,"Beta carbonic anhydrase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P27140]",BCA1,UniProtKB Gene Name
AT3G02550,AT3G02550.1,182.160878399579,-0.989807996243397,0.158687899555824,-6.23745099036487,4.4475838173073e-10,3.90040019648976e-07,AT3G02550,LBD41,Q9M886,821112,LOB domain-containing protein 41 [Source:UniProtKB/Swiss-Prot;Acc:Q9M886],LBD41,UniProtKB Gene Name
AT3G02910,AT3G02910.1,594.164706174635,0.255171263962634,0.0693177507720579,3.68118210877515,0.000232155110444578,0.0145006060928801,AT3G02910,,Q9M8T3,821189,Putative gamma-glutamylcyclotransferase At3g02910 [Source:UniProtKB/Swiss-Prot;Acc:Q9M8T3],,
AT3G03145,AT3G03145.1,74.0987894784493,0.507268961967832,0.153074076012406,3.31387897403817,0.000920113239344527,0.0379460808541297,AT3G03145,"NA","NA","NA","NA","NA","NA"
AT3G03200,AT3G03200.1,37.5224487853976,0.845606918700426,0.257315598676146,3.28626372847569,0.00101525906279718,0.0400423008934172,AT3G03200,anac045,A4VCM0,821226,NAC045 [Source:UniProtKB/TrEMBL;Acc:A0A178VIZ2],NAC045,UniProtKB Gene Name
AT3G03780,"AT3G03780.2,AT3G03780.1,AT3G03780.3","2075.223288534,2068.90259118185","0.294535701839687,0.294608147901268","0.0813377124997948,0.0811952280598424","3.62114562590423,3.62839239375172","0.000293301353735561,0.000285191572800889","0.0172152883156166,0.016805448866016",AT3G03780,ATMS2,Q9SRV5,821147,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SRV5],MS2,UniProtKB Gene Name
AT3G04255,AT3G04255.1,578.748942851685,0.371510129503973,0.0860083254567941,4.31946706938969,1.56406444520081e-05,0.00195128491893526,AT3G04255,"NA","NA","NA","NA","NA","NA"
AT3G05200,AT3G05200.1,478.013961319553,-0.4749603414413,0.0931015401805487,-5.10153044214118,3.3691781410218e-07,0.000118186805448055,AT3G05200,ATL6,Q8RXX9,819684,E3 ubiquitin-protein ligase ATL6 [Source:UniProtKB/Swiss-Prot;Acc:Q8RXX9],ATL6,UniProtKB Gene Name
AT3G05905,AT3G05905.1,198.336166141316,0.339366711069134,0.103072864489212,3.29249325465922,0.000993032798849767,0.0396906956612648,AT3G05905,"NA","NA","NA","NA","NA","NA"
AT3G06390,AT3G06390.1,158.98932908621,0.559090558957747,0.165095043985679,3.38647693752845,0.00070796226756809,0.0319354174464111,AT3G06390,,Q9SQU2,819813,CASP-like protein 1D2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SQU2],,
AT3G06430,AT3G06430.1,397.874212107292,0.21984516940276,0.0664504838888116,3.30840584653404,0.000938287285491874,0.0383264930740472,AT3G06430,EMB2750,Q9SQU6,819817,"Pentatricopeptide repeat-containing protein At3g06430, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SQU6]",EMB2750,UniProtKB Gene Name
AT3G06500,"AT3G06500.2,AT3G06500.1",217.689488774438,-0.388604049813051,0.0985375650882397,-3.94371475959508,8.02290779366347e-05,0.00711961433582332,AT3G06500,,"B9DFA8,",819828,"Alkaline/neutral invertase C, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:B9DFA8]",INVC,UniProtKB Gene Name
AT3G07195,"AT3G07195.1,AT3G07195.2","48.9780798918316,48.9534500523242","-0.598016037160676,-0.597227762238388","0.168518630623885,0.1684781575251","-3.54866423342463,-3.5448379244616","0.000387190458374585,0.000392854569656295","0.0210288850589344,0.0212170543381501",AT3G07195,,,819907,RPM1-interacting protein 4 (RIN4) family protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LSZ8],,
AT3G08730,"AT3G08730.1,AT3G08730.2","167.844602082288,167.87299539008","0.327545283379872,0.326360725969317","0.0994433192240205,0.0995271166047991","3.2937887224178,3.27911364362363","0.000988467665782753,0.00104133691736002","0.039662834061203,0.0407474315812648",AT3G08730,ATPK1,P42818,820020,Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A178VLF0],ATPK1,UniProtKB Gene Name
AT3G08760,AT3G08760.3,158.191465849818,-0.334893836711744,0.100636080985357,-3.32777104824333,0.000875437810512781,0.0367646890085346,AT3G08760,ATSIK,,820023,ATSIK [Source:UniProtKB/TrEMBL;Acc:A0A384KX76],ATSIK,TAIR Gene Name
AT3G08940,"AT3G08940.2,AT3G08940.1","9253.19155464394,9250.14921299502","0.307110791283417,0.307558826660077","0.0807943416557056,0.0807976367719869","3.80114231999227,3.80653245500257","0.000144030539930696,0.000140928806181116","0.0108723002762368,0.0106923007987337",AT3G08940,LHCB4.2,"Q9XF88,",820043,"Chlorophyll a-b binding protein CP29.2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9XF88]",LHCB4.2,UniProtKB Gene Name
AT3G09275,AT3G09275.1,2736.49505588939,-0.225880549937877,0.060053761393362,-3.76130561511913,0.000169028753378664,0.0119713309726642,AT3G09275,"NA","NA","NA","NA","NA","NA"
AT3G10300,AT3G10300.5,47.6560016735925,-0.599321323430765,0.182191119311455,-3.28951995956634,0.00100358438400363,0.0397422816784488,AT3G10300,,",Q8W4L0",820192,Calcium-binding EF-hand family protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LRS6],,
AT3G10520,AT3G10520.1,430.592684207476,0.291021100051559,0.0877216076793767,3.31755319755703,0.000908096209588961,0.0376588382215773,AT3G10520,AHB2,O24521,820216,Non-symbiotic hemoglobin 2 [Source:UniProtKB/Swiss-Prot;Acc:O24521],AHB2,UniProtKB Gene Name
AT3G10930,AT3G10930.1,87.6450926737464,-0.708015364642549,0.168266762157574,-4.207695896469,2.57987728169977e-05,0.0029575781570989,AT3G10930,,,820264,Uncharacterized protein At3g10930 [Source:UniProtKB/TrEMBL;Acc:Q84TK4],,
AT3G12670,AT3G12670.1,814.66778203241,0.28020281869246,0.0727509540330242,3.85153462819561,0.000117379927842267,0.00938315632298355,AT3G12670,emb2742,,820447,Emb2742 [Source:UniProtKB/TrEMBL;Acc:A0A384K8P2],emb2742,TAIR Gene Name
AT3G12810,AT3G12810.1,59.6017146595194,0.49183104850925,0.154455999502559,3.18427934229321,0.00145114900112464,0.0499640990375675,AT3G12810,PIE1,",Q7X9V2",820463,Protein PHOTOPERIOD-INDEPENDENT EARLY FLOWERING 1 [Source:UniProtKB/Swiss-Prot;Acc:Q7X9V2],PIE1,UniProtKB Gene Name
AT3G13080,"AT3G13080.1,AT3G13080.5,AT3G13080.2,AT3G13080.4","277.525061774113,286.166504163496,294.778847270405,301.428567085204","-0.536180870157077,-0.525576900904904,-0.522716713725263,-0.523185628530456","0.142811266292438,0.141773838407095,0.143836593926522,0.14081079966925","-3.75447178697461,-3.70715011182628,-3.63410102711616,-3.71552203211235","0.00017370740859181,0.000209604711994673,0.000278951550281365,0.000202784593854159","0.0121582953098169,0.0136458159335047,0.0165029729657529,0.0133770536171448",AT3G13080,ATMRP3,"Q9LK64,",820496,MRP3 [Source:UniProtKB/TrEMBL;Acc:A0A178VHA7],ABCC3,UniProtKB Gene Name
AT3G14050,AT3G14050.1,187.115116575606,-0.332739631931635,0.102890392061006,-3.23392325820224,0.0012210226029115,0.0450027576650337,AT3G14050,RSH2,"Q9LVJ3,Q9M5P6",820619,"Probable GTP diphosphokinase RSH2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LVJ3]",RSH2,UniProtKB Gene Name
AT3G14200,AT3G14200.1,339.585216907397,0.465274725488173,0.131299393457396,3.54361671624284,0.000394678569320449,0.0212421135404834,AT3G14200,,,820637,Chaperone DnaJ-domain superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LJG5],,
AT3G14415,"AT3G14415.1,AT3G14415.3,AT3G14415.2","6004.62324766213,6003.96120675173","0.218657526203308,0.218603808188307","0.0559571116292503,0.0559728874352209","3.90759136483039,3.90553030592363","9.32207949625549e-05,9.40189739221242e-05","0.00794161269542428,0.00798679129753839",AT3G14415,,"Q9LRS0,",820664,GOX2 [Source:UniProtKB/TrEMBL;Acc:A0A384L6X3],,
AT3G14420,"AT3G14420.3,AT3G14420.5,AT3G14420.6,AT3G14420.1,AT3G14420.4,AT3G14420.2","9022.96450056185,9023.11227959889","0.201139372180505,0.201094741148351","0.0565242837735914,0.0565248078055471","3.55845945764074,3.55763688467804","0.000373036356631562,0.000374206109811323",0.0205482570464903,AT3G14420,,",Q9LRR9",820665,(S)-2-hydroxy-acid oxidase GLO1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LRR9],GLO1,UniProtKB Gene Name
AT3G15500,AT3G15500.1,221.869615297774,-0.760916515371254,0.19440934807016,-3.91399139457351,9.07828721950658e-05,0.00780078645602386,AT3G15500,ATNAC3,Q9LDY8,820789,NAC3 [Source:UniProtKB/TrEMBL;Acc:A0A178VLD3],NAC055,UniProtKB Gene Name
AT3G16150,AT3G16150.1,184.216182588766,-0.469195630654171,0.140265566745762,-3.34505211464057,0.000822671108690374,0.0357935522253218,AT3G16150,,Q8GXG1,820860,ASPGB1 [Source:UniProtKB/TrEMBL;Acc:A0A384KV24],,
AT3G16720,AT3G16720.1,548.161628057749,-0.393781386218994,0.111212790176712,-3.54079225593832,0.0003989275484857,0.0214321129967534,AT3G16720,ATL2,Q8L9T5,820924,RING-H2 finger protein ATL2 [Source:UniProtKB/Swiss-Prot;Acc:Q8L9T5],ATL2,UniProtKB Gene Name
AT3G18000,AT3G18000.1,336.085287972677,0.435102571000868,0.125419673969315,3.46917319452864,0.000522062785670856,0.0258577177414417,AT3G18000,NMT1,Q9FR44,821324,XPL1 [Source:UniProtKB/TrEMBL;Acc:A0A178VHS8],NMT1,UniProtKB Gene Name
AT3G18560,AT3G18560.1,199.926292685701,-0.56443642550856,0.119651314153897,-4.71734413867427,2.38943323667615e-06,0.000512559214517789,AT3G18560,,,821387,AT3g18560/K24M9_5 [Source:UniProtKB/TrEMBL;Acc:Q9LII3],,
AT3G19030,AT3G19030.1,2144.96918274942,-0.494859926675025,0.0599006688626467,-8.26134225328514,1.44043419109891e-16,1.07373565689991e-12,AT3G19030,,,821436,AT3g19030/K13E13_15 [Source:UniProtKB/TrEMBL;Acc:Q9LJ63],,
AT3G19680,AT3G19680.1,335.983244185347,0.5583564195918,0.123524150539838,4.52022067872243,6.17752027414961e-06,0.0009445903693042,AT3G19680,,,821505,Uncharacterized protein At3g19680 [Source:UniProtKB/TrEMBL;Acc:Q9LJM6],,
AT3G19690,AT3G19690.1,60.0218316207511,0.630465463708726,0.187584856226105,3.3609614144374,0.000776716755034965,0.0342834173808189,AT3G19690,,,821506,At3g19690 [Source:UniProtKB/TrEMBL;Acc:Q9LJM5],,
AT3G19930,"AT3G19930.1,AT3G19930.2","1303.53816797017,1301.69449988954","-0.293143895890158,-0.295670541019696","0.0844731607746008,0.0845151605137201","-3.47026076924424,-3.49843198808925","0.000519953294665267,0.000468002434131219","0.0258577177414417,0.024017949360569",AT3G19930,STP4,Q39228,821531,STP4 [Source:UniProtKB/TrEMBL;Acc:A0A178V5Z0],STP4,UniProtKB Gene Name
AT3G20070,"AT3G20070.1,AT3G20070.4,AT3G20070.3,AT3G20070.2",105.881354623904,0.501235545059916,0.122934017460691,4.07727295839974,4.55669884566911e-05,0.00452890298271053,AT3G20070,TTN9,,821546,TTN9 [Source:UniProtKB/TrEMBL;Acc:A0A384LCV3],TTN9,TAIR Gene Name
AT3G20340,AT3G20340.1,782.02924110543,-0.439201104659191,0.101672779381956,-4.31975114016737,1.56205252234798e-05,0.00195128491893526,AT3G20340,,,821578,At3g20340 [Source:UniProtKB/TrEMBL;Acc:Q9LTR0],,
AT3G20720,"AT3G20720.2,AT3G20720.1","77.5494748677816,75.9349229932176","0.400670380368518,0.424654279384148","0.124973015058757,0.127152590806237","3.20605516463005,3.33972179954448","0.00134568187910517,0.00083862353657704","0.0475914271212226,0.0361621466182449",AT3G20720,,,821620,Amino-terminal region of chorein [Source:UniProtKB/TrEMBL;Acc:Q84R14],,
AT3G20730,AT3G20730.1,72.1116537478801,0.5598364069123,0.149328078466699,3.74903643481321,0.000177515297263614,0.0122496509702986,AT3G20730,,Q9LT48,821621,Pentatricopeptide repeat-containing protein At3g20730 [Source:UniProtKB/Swiss-Prot;Acc:Q9LT48],PCMP-E94,UniProtKB Gene Name
AT3G20810,"AT3G20810.1,AT3G20810.4,AT3G20810.2,AT3G20810.5,AT3G20810.3","84.0180595729671,84.5189863796725,83.9441700544448,84.713088550951,76.7469504715423","-0.463996922439898,-0.455740934097811,-0.462132137944717,-0.456436065055459,-0.450271564874165","0.136140910875792,0.134688372357858,0.136334876861775,0.134528607578321,0.138112211087635","-3.40821079758475,-3.38366947435476,-3.38968390614572,-3.39285504601486,-3.26018649131942","0.000653903586963275,0.000715240502269388,0.000699732563309772,0.000691682297587093,0.00111338979822394","0.0301120821259233,0.0320215105948444,0.0316120088487992,0.0313432994941555,0.0424865987378782",AT3G20810,JMJD5,",Q8RWR1",821629,Lysine-specific demethylase JMJ30 [Source:UniProtKB/Swiss-Prot;Acc:Q8RWR1],JMJ30,UniProtKB Gene Name
AT3G22200,"AT3G22200.2,AT3G22200.1",452.165103524055,-0.264747570280192,0.0775009862782395,-3.41605420774532,0.000635355979412566,0.02969343140775,AT3G22200,POP2,",Q94CE5",821784,Pyridoxal phosphate (PLP)-dependent transferases superfamily protein [Source:TAIR;Acc:AT3G22200],POP2,TAIR Gene Name
AT3G22370,AT3G22370.1,865.824246268156,-0.252694377531639,0.0737973080159808,-3.42416795849679,0.000616684940458237,0.0290484911052816,AT3G22370,AOX1A,Q39219,821806,"Ubiquinol oxidase 1a, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q39219]",AOX1A,UniProtKB Gene Name
AT3G23730,AT3G23730.1,478.523187360603,0.479698208794448,0.124149748105934,3.86386775738871,0.000111605658489616,0.0091421591186398,AT3G23730,XTH16,Q8LG58,821955,Probable xyloglucan endotransglucosylase/hydrolase protein 16 [Source:UniProtKB/Swiss-Prot;Acc:Q8LG58],XTH16,UniProtKB Gene Name
AT3G23810,AT3G23810.1,3142.3883438069,0.377304881306897,0.101883773075327,3.70328728430522,0.000212823640280065,0.0137354166282049,AT3G23810,SAHH2,Q9LK36,821964,Adenosylhomocysteinase [Source:UniProtKB/TrEMBL;Acc:A0A178VEP9],SAHH2,UniProtKB Gene Name
AT3G23820,AT3G23820.1,3952.57590867989,0.281550911060875,0.0631028392036134,4.46177881398328,8.1282100812491e-06,0.00116518673073367,AT3G23820,GAE6,Q9LIS3,821965,UDP-glucuronate 4-epimerase 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9LIS3],GAE6,UniProtKB Gene Name
AT3G24190,AT3G24190.1,860.122420673484,0.226335918763912,0.0668493562569739,3.38576063311455,0.000709812689885339,0.0319705211092314,AT3G24190,,,822005,AT3g24190/MUJ8_17 [Source:UniProtKB/TrEMBL;Acc:Q9LRN0],,
AT3G25410,AT3G25410.1,145.525867973797,0.383366126143791,0.104315034314816,3.67508028599998,0.000237774631012159,0.0147702628601866,AT3G25410,,Q8RXE8,822125,"Probable sodium/metabolite cotransporter BASS3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8RXE8]",BASS3,UniProtKB Gene Name
AT3G26000,AT3G26000.1,798.958233030379,-0.201860481105658,0.0613941523028609,-3.2879431270566,0.00100922224904707,0.0399097875329396,AT3G26000,,Q9LU91,822197,F-box protein SKIP14 [Source:UniProtKB/Swiss-Prot;Acc:Q9LU91],SKIP14,UniProtKB Gene Name
AT3G26690,"AT3G26690.2,AT3G26690.1",195.310071914236,-0.31071642215941,0.0966618610578767,-3.21446761689564,0.00130686654845396,0.0466902933161413,AT3G26690,ATNUDT13,Q52K88,822281,NUDX13 [Source:UniProtKB/TrEMBL;Acc:A0A178VBM7],NUDT13,UniProtKB Gene Name
AT3G28040,AT3G28040.1,525.92631218092,0.331382269763263,0.0740688403985219,4.47397674893093,7.6778094432957e-06,0.00112220217730759,AT3G28040,,Q9LRT1,822428,Probably inactive leucine-rich repeat receptor-like protein kinase At3g28040 [Source:UniProtKB/Swiss-Prot;Acc:Q9LRT1],,
AT3G28270,"AT3G28270.2,AT3G28270.1","189.610926735736,190.727534591431","0.715808410980174,0.705788886105343","0.156192903270156,0.155350720387028","4.58284849051105,4.54319673798098","4.58684389057425e-06,5.5407495000243e-06","0.000818763663084771,0.000907739163968267",AT3G28270,,Q9LHD9,822453,UPF0496 protein At3g28270 [Source:UniProtKB/Swiss-Prot;Acc:Q9LHD9],,
AT3G28340,AT3G28340.1,165.387378688149,-0.518807587805105,0.136736634626983,-3.79421059484469,0.000148113924850926,0.0110419688939263,AT3G28340,GATL10,Q9LHD2,822462,Hexosyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:W8QNM3],GATL10,UniProtKB Gene Name
AT3G29035,AT3G29035.1,305.856150911484,-0.344820882257367,0.0912243370461802,-3.7799220407906,0.000156877470452913,0.0113593268446219,AT3G29035,ATNAC3,Q9LJW3,822547,NAC domain-containing protein 59 [Source:UniProtKB/Swiss-Prot;Acc:Q9LJW3],NAC59,UniProtKB Gene Name
AT3G29290,"AT3G29290.1,AT3G29290.3,AT3G29290.4,AT3G29290.2,AT3G29290.5","116.694262581811,113.314205367836,74.1962455130964,57.3926786625239","0.343947046644437,0.345748364498035,0.519204192532346,0.541128370874055","0.0858312404619267,0.0864788392953055,0.109758133134814,0.138797142497435","4.00724776658688,3.99806897635829,4.73043935518305,3.8986996499878","6.14304104903102e-05,6.38613432849751e-05,2.24034446770488e-06,9.6710643439088e-05","0.00574191394855667,0.00590402604188439,0.000495012124382866,0.00814582275543302",AT3G29290,emb2076,Q84J46,822586,Pentatricopeptide repeat-containing protein At3g29290 [Source:UniProtKB/Swiss-Prot;Acc:Q84J46],EMB2076,UniProtKB Gene Name
