Affy_identifier,T0 no addition,30min no addition,3hrs no addition,30 min 3mM KCl,3 hrs 3mM KCl,30 min 3mM KNO3 (A),30min 3mM KNO3 (B),3hrs 3mM KNO3 (A),3hrs 3mM KNO3 (B),Full nutrition (A),Full nutrition (B),Full nutrition (C ),Gene product
247094_at,146.3,135.7,100.1,117,122.5,113.7,108.3,102.6,125.8,73.3,65.5,79," GDP-D-mannose 4,6-dehydratase; GMD1 (gb|AAF07199.1)  ; supported by cDNA: gi_6319185_gb_AF195140.1_AF195140  "
247095_at,25.5,15.4,16.5,17.3,20.1,23.6,22.4,12.8,21.3,17.6,3.4,1.6,dehydrin RAB18-like protein (sp P30185) ; supported by cDNA: gi_16226664_gb_AF428458.1_AF428458
247096_at,8.1,3.3,6.3,4.3,3.5,6.4,9.5,4.1,3.7,1.6,0.5,0.9,S-adenosyl-L-methionine:salicylic acid carboxyl methyltransferase-like protein
247097_at,64.2,51,66.7,58,60.6,94.2,101.8,69.9,111.7,50.2,56.8,53.6," mannan endo-1,4-beta-mannosidase   "
247098_at,18.5,16.9,17.4,18.3,16.5,22.2,17.9,22.8,22.4,115.3,108.2,144.5,GTP-binding protein-like
247099_at,6.1,4.4,8.5,5.3,4.9,4.3,7,5.5,9.7,7.4,6.3,5.9,putative protein contains similarity to selenium-binding protein
247100_at,5.7,3.3,5.1,4.6,4.3,5.4,7.3,7.6,3,20.5,21.1,24.6,selenium-binding protein-like
247101_at,89.6,101.6,106.9,79.6,82.7,180.4,200.9,198.2,332.9,207.3,213,241.7,apospory-associated protein C-like
247102_at,15.7,17.9,16,14.6,12.4,17.1,14.5,18.2,14.9,27.9,34.8,26.2,putative protein similar to unknown protein (gb|AAD20709.1)
247103_at,18.4,31.1,21.5,17.1,26.8,16.3,17.4,19.4,13.7,19.9,8.7,4,putative protein similar to unknown protein (emb|CAB16816.1)
247104_at,25.6,17.5,19,14.7,18,22.1,18.5,14.2,14.6,9.5,11.7,7.2,putative protein similar to unknown protein (emb|CAB16816.1)
247105_at,18.4,40.6,40.4,45.3,39.1,36.2,21.9,38.4,26.2,21.6,10.4,9.4,putative protein similar to unknown protein (emb|CAB16816.1)
247106_at,343.1,314.9,338.6,348.8,340.7,462.7,352.7,382.3,290.1,373.2,435.9,422,WD repeat protein-like ;supported by full-length cDNA: Ceres:11277.
247107_at,373.6,448.8,472.9,427.9,479.3,366.1,430.8,352.7,359.3,1081.5,938.6,1038.7,senescence-associated protein almost identical to ketoconazole resistant protein GI:928938 from [Arabidopsis thaliana] ;supported by full-length cDNA: Ceres:11706.supported by full-length cDNA: Ceres:101608.
247108_at,138.5,146.8,127.8,152.7,161,123.6,128,72.7,66.5,76.4,86.5,77.9,ReMembR-H2 protein JR700 (gb|AAF32325.1)  ; supported by cDNA: gi_14334831_gb_AY035089.1_
247109_at,86.4,153.1,147.5,183,148.2,84.3,78.9,108.5,71,105.1,98.1,89.5,putative protein similar to unknown protein (emb CAB66916.1);supported by full-length cDNA: Ceres:9323.
247110_at,32.9,36.9,30.4,32,30.6,30.5,23,44.7,36.2,26.8,25.2,28,putative protein contains similarity to receptor protein kinase-like protein;supported by full-length cDNA: Ceres:17160.
247111_at,59.7,86.2,77.7,93.5,88.4,99.4,80.7,151.5,149.9,171.5,169.8,130.7,unknown protein
247112_at,299,344.2,356.1,415.3,351.7,352.7,311.1,311.8,290.1,399.7,397.3,415.2,unknown protein
247113_at,110.4,165.7,166.8,149.6,148.3,118.8,106.7,110,95.7,148.5,128.2,127.2,unknown protein ;supported by full-length cDNA: Ceres:149624.
247114_at,146,168.8,156.9,167,170.3,125.1,117.3,133.9,89.8,112.4,138.5,140.3,unknown protein  ; supported by cDNA: gi_14334479_gb_AY034931.1_
247115_at,89.5,77.1,79,73.1,81.3,92.1,100.9,84.1,73.5,63,84.8,87.3,kinesin-like calmodulin-binding protein  ; supported by cDNA: gi_1237101_gb_L40358.1_ATHKINHC
247116_at,164.7,100.5,131.3,114.8,117.7,142.8,180.4,135.3,188.6,55.6,38.4,66.7,Mlo protein-like ; supported by cDNA: gi_14091589_gb_AF369571.1_AF369571
247117_at,164.6,182.9,196.2,158.7,181.3,183.9,164.8,150.6,154.3,212,234.6,244.9,3-hydroxyisobutyryl-coenzyme A hydrolase  ; supported by cDNA: gi_8572759_gb_AF276301.1_AF276301
247118_at,2.9,6.6,3.7,2.6,1.3,1.6,1.5,1.8,4.3,10.9,12.6,16.2,uridylyl transferases-like  ; supported by cDNA: gi_13430687_gb_AF360256.1_AF360256
247119_at,61.1,70.3,77.6,72.8,84.5,107.7,62.3,154.2,137.5,79.7,67.8,62.5,ATP-dependent RNA helicase-like  ; supported by cDNA: gi_16649120_gb_AY059930.1_
247120_at,115.6,133.7,138.2,167.6,140,136.6,109,148,88.7,182.2,149.3,150.1,amino acid transporter protein-like
247121_at,91.6,83.6,76.3,80.5,79.7,92.5,84.5,99.6,100.4,80.4,70.6,62.8,putative protein contains similarity to ribonucleoprotein F
247122_at,5,9.3,6.4,8.5,5,10.6,11.3,8.1,3.3,10.8,0.8,4.4," putative protein non-consensus AT donor splice site at exon 7, TA donor splice site at exon 10, AT acceptor splice at exon 13, strong similarity to unknown protein (emb|CAB63010.1) "
247123_at,58.8,54.3,57.4,58.7,62,46.9,40.6,64.5,49.3,61.8,73.2,63.1,unknown protein
247124_at,51.7,54.8,42.4,39.6,42.4,41.3,41.8,43.2,49.9,58.9,67.2,62.5," prolyl 4-hydroxylase, alpha subunit-like protein   "
247125_at,112.3,94.1,104.5,114.2,105.9,112,98.8,122.2,83.1,116,106.1,79.9,putative protein contains similarity to unknown protein (gb|AAF18680.1)
247126_at,27.9,24.8,23.9,20.6,22.4,20.9,39.3,16.1,19.1,13.5,4.6,12.4,protein phosphatase 2C-like protein
247127_at,23.4,28.8,26.4,30.6,29.2,42.2,21,42.1,39.3,29.9,28.1,32.9,putative protein similar to unknown protein (pir||T04699)
247128_at,15.5,16,15.3,23,12.8,17.3,10.4,12.9,5.4,9.9,4.7,5.3,atfp6-like protein
247129_at,6,3.4,4.9,5.4,5.6,14.1,3,10.4,7.1,8.9,5.1,0.8,alpha-mannosidase
247130_at,110.8,156.1,161.1,143.2,126,101.2,98.2,53.9,47,112,127.2,126.9,putative protein contains similarity to nucleolar protein
247131_at,69.6,155.2,137.3,153.8,134.6,134.7,129,168.9,109.2,839.4,750.3,891.9,ferredoxin-NADP+ reductase
247132_at,190.7,204.5,189.3,214.3,200,200.3,153.5,178.8,186.8,153.6,127.7,116,putative protein strong similarity to unknown protein (pir||T10240)
247133_at,22.6,12.6,12.6,25.5,16.6,27.7,33.3,17.6,22.9,10.2,17.2,23,chalcone isomerase-like protein
247134_at,34.6,30.1,25.9,26.6,35.1,29,50.5,26.6,55,24.4,21.5,26.1,putative protein similar to unknown protein (emb|CAB62645.1)
247135_at,1.4,0.7,4.8,5.1,6.8,5.8,7.8,3.3,4.4,7.8,4.8,5.3,auxin-induced protein-like
247136_at,1194.9,1083.5,911.2,993.6,1015.8,808.1,1112.8,359.3,330.5,493.4,388.2,252.1,senescence-associated protein contains similarity to ketoconazole resistant protein GI:928938 and senescence-associated protein GI:1046268 from [Arabidopsis thaliana]; supported by full-length cDNA: Ceres:24140.
247137_at,120,123.9,127.1,175.9,115.1,153.6,144.9,97,73.2,84.7,68.7,61.3,calcium-dependent protein kinase  ;supported by full-length cDNA: Ceres:18901.
247138_at,420.1,484.8,463.7,455.7,419.6,388.1,408.9,389.1,377.6,515,416,351,3-dehydroquinate synthase-like protein  ;supported by full-length cDNA: Ceres:117923.
247139_at,66.1,81.2,76.4,83.2,87.7,86.9,67.2,107.4,92.8,105.4,118,129.2,unknown protein  ;supported by full-length cDNA: Ceres:124621.
247140_at,151.3,136,136.7,112.3,122.6,102.7,115.7,64.8,72,72.7,77.6,85.3,putative protein similar to unknown protein (gb AAD20127.1); supported by full-length cDNA: Ceres: 11225.
247141_at,32.5,34.2,33.4,45,39.3,47.6,33.4,36.3,38.2,31.1,26.8,28,putative protein strong similarity to unknown protein (gb|AAF20217.1)
247142_at,15,13.6,19.8,15.6,19.6,16.5,16.9,19.7,18.2,12.6,20.7,13.2,putative protein strong similarity to unknown protein (dbj|BAA93030.1)
247143_at,11.3,7.6,7.1,9.7,6.2,8.7,12.5,8.8,8.8,4.7,3.8,4.4,unknown protein
247144_at,3.7,3.7,1,1.5,0.8,4.8,2.5,2.8,2.7,1.3,2.4,1.4,DOF zinc finger protein-like
247145_at,8.4,20.5,13.8,21.9,14.6,3.8,2.3,9.8,5.5,1.2,1.2,1.1,receptor protein kinase-like protein
247146_at,2.6,7.7,4.4,5.8,1.2,1.3,1.5,1.9,1.2,2.3,1.8,1.5,unknown protein
247147_at,226.5,212.4,188,172.2,225.8,174.6,177.3,195.8,208.8,158.1,163.9,184.8,putative protein contains similarity to RING3 protein
247148_at,509.3,469.8,397.2,466.5,421.7,491.9,596.3,501.7,646.9,434.5,549.8,528.5,auxin-induced protein IAA9 (pir |T05902) ;supported by full-length cDNA: Ceres:31563.
247149_at,373.9,283.9,374.8,289.8,360.4,382,385.7,988.4,1020.1,439.4,544.3,621.1,unknown protein  ;supported by full-length cDNA: Ceres:25419.
247150_at,90.6,95.7,79.8,91.1,89.7,107.4,92.4,164.8,121.1,113.6,126.2,130.2,putative protein similar to unknown protein (emb|CAB16809.1); supported by full-length cDNA: Ceres: 118150.
247151_at,185,144.1,162,157.7,147.4,79,96,176.5,196.8,180.7,248.5,146.8,unknown protein  ;supported by full-length cDNA: Ceres:13267.
247152_at,236.4,279.6,287,274.6,286,233.4,232.2,255.5,229.7,232.7,269.3,266.2,oligopeptidase A  ; supported by cDNA: gi_15028226_gb_AY045936.1_
247153_at,295.5,238.9,259.9,243.7,261.9,212.8,228.3,228.2,312.5,158,101,150.8,receptor protein kinase-like protein
247154_at,84.2,63,65.4,72.7,67.7,60.9,71.5,60.2,60.1,49.5,54.5,73.3,receptor protein kinase-like protein
247155_at,112.7,173.2,199.2,144.6,148.8,135.2,110.4,138.5,103.4,128.2,106.3,73.3," 2-oxoglutarate dehydrogenase, E1 component   "
247156_at,154.9,192,177.4,177.2,172,156.4,154.5,142.1,115.7,174.2,129.4,153.8,lysosomal Pro-X carboxypeptidase
247157_at,146.1,142.2,140.7,120.7,149.5,153.6,156.1,123.8,162.1,96.2,74.4,70,nuclear matrix constituent protein 1 (NMCP1)-like
247158_at,232.2,232.1,235.2,203.8,240.7,186.8,175.8,220.1,226.4,235.9,201.2,191.5,branched-chain amino acid aminotransferase
247159_at,1.3,1.7,0.6,1,1.9,1.3,0.9,3.2,5.2,0.7,0.7,4.2,1-aminocyclopropane-1-carboxylate synthase ACS5 (pir||S71174)  ; supported by cDNA: gi_1184270_gb_L29261.1_ATHACS5B
247160_at,3.2,5.6,5.8,5.6,4.9,7.3,5.2,6.1,11.3,5.4,1,1.1,putative protein contains similarity to salt-inducible protein
247161_at,167.6,144.2,155.2,168.2,136.9,151.1,196.4,134.1,165,129.7,193.6,223.9,putative protein similar to unknown protein (emb CAB66910.1);supported by full-length cDNA: Ceres:36946.
247162_at,61,44.2,49.4,44.1,49.1,36.5,49.3,90.4,65.8,92.6,132.3,247.7,xyloglucan endo-transglycosylase-like protein  ;supported by full-length cDNA: Ceres:12301.
247163_at,91,73.9,73.9,94.8,70.7,91.1,91.1,68.8,73.8,113.6,123.5,123.1,Expressed protein ; supported by cDNA: gi_15215828_gb_AY050444.1_
247164_at,322.6,334.5,362,297.4,345.1,332.5,307.6,340.6,372.3,287.9,282.9,251.9,NifS-like aminotranfserase  ; supported by cDNA: gi_15292880_gb_AY050874.1_
247165_at,50.1,31.4,36.4,41.6,34.3,32.2,26.8,32,30.5,22.5,30.6,36.1,transcription factor-like protein  ; supported by cDNA: gi_3941493_gb_AF062901.1_AF062901
247166_at,97.2,93.5,91.2,88.1,101.8,81.3,91.8,57,58.4,99.9,83,74.6,unknown protein
247167_at,33.3,43.4,48.8,42.5,43.5,40.7,24.2,42.7,32.9,23.6,29.5,14.9,unknown protein
247168_at,90.2,86.5,110.8,97.5,94.3,120.1,136.7,182.8,220.9,70.5,82.1,101.6,putative protein contains similarity to protein arginine methyltransferase
247169_at,42.8,24.6,33.5,36.3,29.2,28.1,23.3,32.4,30.4,30.3,36.3,39.8,unknown protein
247170_at,103.5,100.1,98.4,95.5,104.1,91.7,120.6,100.8,100.3,41.1,60.5,62.6,putative protein contains similarity to lectin-like protein kinase
247171_at,67.3,54.1,54.9,54.2,59.8,50,57.6,57.3,46.8,42.8,50.4,57.8,unknown protein
247172_at,14.9,12.2,9.4,12.6,11.1,13.1,14.7,16.8,9.3,13.8,8.6,16.2,anthocyanidin-3-glucoside rhamnosyltransferase
247173_at,224.5,263.1,301.7,265.5,301.2,257.5,237,272,251.2,395.4,361.3,352.6,poly(A)-binding protein II-like  ; supported by cDNA: gi_14423493_gb_AF386984.1_AF386984
247174_at,77.8,67.4,111.7,84,79.5,79.8,78.3,78.7,53.9,126.4,89.3,108.8,unknown protein  ; supported by cDNA: gi_15028312_gb_AY045959.1_
247175_at,140.6,111.6,145,156.6,176.5,125.4,152.7,89.3,108.2,104,37,65.6,G protein-coupled receptor-like protein  ; supported by cDNA: gi_15451139_gb_AY054650.1_
247176_at,366.9,379.5,475.8,383.3,431.7,376.6,300.2,502.8,316.7,367.6,402.1,302.8,acyl-CoA oxidase (gb|AAC13497.1)  ; supported by cDNA: gi_3044211_gb_AF057043.1_AF057043
247177_at,97.1,61.1,66.7,79,76.3,104.3,132.9,87.1,61.7,32,50.1,23,unknown protein ; supported by cDNA: gi_13877834_gb_AF370180.1_AF370180
247178_at,24.6,27.3,34.7,46.3,31.2,34.5,32.4,42.6,27.9,39.4,41.3,34.4,Expressed protein ; supported by cDNA: gi_15983431_gb_AF424590.1_AF424590
247179_at,17.7,9.5,13.3,16,14.5,22.8,21.2,22.7,15.7,16.5,11.8,15.3,putative protein contains similarity to bHLH DNA-binding protein
247180_at,11.6,9.2,10.2,10.2,12.2,10.4,9.3,13.8,7.7,8.9,4,7.6,histone H3
247181_at,3.2,3,0.3,3.5,2.7,6.3,2.8,3.5,2.4,6.2,4.2,5.6,putative protein similar to unknown protein (emb|CAB89402.1)
247182_at,20.9,25.3,20.3,16.2,10.7,7.3,12.9,37.3,48.1,23.8,31.8,49.1,putative protein contains similarity to unknown protein (pir||T05568)
247183_at,97.6,104.6,113.6,95.6,97.5,86.1,100.9,95.6,100,82.3,98,99.9,putative protein strong similarity to unknown protein (pir||T05573)
247184_at,67.4,49.3,58.9,74.4,58.7,86.9,60.7,94,73.3,66.3,68.3,63.7,putative protein contains similarity to ubiquitin carboxyl-terminal hydrolase
247185_at,48.2,47.8,58,57.7,51.1,60.4,67.5,53.2,63.1,41.4,38.8,34.5,putative protein contains similarity to kinesin heavy chain
247186_at,163.1,128.7,147.6,234.4,133,193.1,180.9,181.2,141.9,148.2,155.7,192.4,putative protein contains similarity to auxin-independent growth promoter
247187_at,58.8,58.2,60.3,66.5,69.3,70.7,60.4,95.3,90.4,100.3,60.3,91.8,putative protein similar to unknown protein (dbj BAA75199.1)
247188_at,932.7,895.4,774.3,840,851.9,897.6,1066.2,707.4,918.8,655.2,896.1,854.4," 14-3-3 protein GF14kappa (grf8) identical to 14-3-3 protein GF14 kappa GI:5802794, SP:P48348 from [Arabidopsis thaliana];supported by full-length cDNA: Ceres:12817. "
247189_at,871.4,657.3,626.7,644.1,729.6,603.3,786.7,718.9,1005.8,297,613.4,833.4,unknown protein  ;supported by full-length cDNA: Ceres:108595.
247190_at,22.5,19.7,21.4,26.5,22.6,23,19.6,20.9,23.7,22.1,21.7,27.1,D-type cyclin (emb|CAB41347.1)  ;supported by full-length cDNA: Ceres:106335.
247191_at,283.6,189.1,186.2,135.1,174.5,247.9,407.8,116.4,223.3,116.5,175.8,205.3,homeobox-leucine zipper protein ATHB-5 (HD-zip protein ATHB-5) (sp|P46667)  ; supported by cDNA: gi_13358240_gb_AF325054.2_AF325054
247192_at,386.9,293.3,280.6,386.5,281,329.6,422,324.9,434.7,439.9,500.9,571.8,histone H3 (sp|P05203)  ; supported by cDNA: gi_13926210_gb_AF370577.1_AF370577
247193_at,307.5,254.2,248.7,227.3,273.7,247,292.6,239.9,339.4,190.2,106.7,126.6,putative protein strong similarity to unknown protein (emb|CAB89401.1); supported by cDNA: gi_14030730_gb_AF375456.1_AF375456
247194_at,509.9,525.3,485.2,441.5,462.8,381.7,492.5,346.6,428.5,440.8,775.4,878.6,putative protein similar to unknown protein (pir |T05633); supported by cDNA: gi_16604319_gb_AY058058.1_
247195_at,9.5,7.8,5.7,3.4,5.5,1.2,11.2,3,1.1,2.3,2.5,3.8,putative protein contains similarity to receptor-like kinase
247196_at,8.4,12.4,8.4,14.3,14,7,5.2,26,9.5,9.3,1.9,1.1,putative protein similar to unknown protein (gb AAD30633.1)
247197_at,83.4,100.5,99.1,66.8,91.3,87.4,87,77.1,72.5,34,24.2,36.5,receptor-like protein kinase
247198_at,55.5,51.7,56.1,55.5,52.9,60.6,59.3,53.5,51.7,40.4,50.6,39.3,unknown protein
247199_at,242.1,156.5,164.9,122.5,156.4,598.3,904.3,502.6,826.3,139,213.7,228,DNA binding protein TGA1a homolog  ;supported by full-length cDNA: Ceres:31032.
247200_at,31.1,20.1,22.9,23.2,24.9,23.3,28.4,25.8,25.5,19.2,24.5,26.6,unknown protein  ;supported by full-length cDNA: Ceres:118274.
247201_at,155.6,171.6,171,191.6,162.4,137.4,189.5,223,222.5,621.3,806,816.4,50S ribosomal protein L29  ; supported by full-length cDNA: Ceres: 16740.
247202_at,327.8,339.1,392.8,316.3,315.7,319.8,293.9,312,295.4,257.5,288.6,241.3,GTP-binding protein  ; supported by full-length cDNA: Ceres: 30437.
247203_at,46.1,35.2,34.1,41.1,39.1,60.4,51.7,45.1,55.6,54.4,63,51.7,unknown protein  ; supported by cDNA: gi_14334503_gb_AY034943.1_
247204_at,20,21.9,27,24.9,21.7,25.5,19.1,26.8,14.2,9.5,11.8,11.3,GTP binding protein-like
247205_at,41.4,20.6,19.6,12.9,18.5,3.2,14.7,23.4,12.8,16.8,22.9,2.7,unknown protein  ;supported by full-length cDNA: Ceres:9242.
247206_at,35.3,37.1,45.6,55.7,47.7,61.9,40.5,52,50.8,33.9,55.9,44.3,putative protein similar to unknown protein (emb|CAB62602.1);supported by full-length cDNA: Ceres:142672.
247207_at,103.5,103.3,121.8,132.5,105.2,165,138.7,160.1,166.4,111.8,152.2,131,putative protein similar to unknown protein (ref|NP_036375.1);supported by full-length cDNA: Ceres:142216.
247208_at,20.5,19.4,24.6,24,19,20,19.2,36.6,9.4,27.2,21.2,10,nodulin-like  ;supported by full-length cDNA: Ceres:142026.
247209_at,89.1,106.4,110.6,99.2,108.3,96.7,94.9,102.8,96.6,83.2,100.3,90.8,putative protein contains similarity to unknown protein (gb|AAF47170.1);supported by full-length cDNA: Ceres:13188.
247210_at,976.5,1420.8,1366.9,1669.9,1668.3,1459.9,1215.2,1658.2,1722.2,1447.6,1212.9,1066.7,annexin  ;supported by full-length cDNA: Ceres:1728.
247211_at,104.6,72.7,78,70.7,77.1,74.1,75.4,60.2,47.8,63.3,81.2,86.1,unknown protein  ; supported by full-length cDNA: Ceres: 20274.
247212_at,566.5,390.5,426,345.3,422.1,418.7,665.4,223.9,435.7,79.3,116.7,131,putative protein similar to unknown protein (gb|AAF17687.1);supported by full-length cDNA: Ceres:250647.
247213_at,93.5,54.1,51.9,110.1,58.4,94.6,94.7,66.5,75.1,33.4,35,33.4,unknown protein  ; supported by full-length cDNA: Ceres: 25655.
247214_at,109.2,96.3,95.5,128.2,113.7,108.6,117.3,84.5,130.3,77.5,82.1,92,putative protein similar to unknown protein (emb|CAB61744.1); supported by full-length cDNA: Ceres: 31648.
247215_at,39,23.5,26.9,35.7,26,25.1,21.4,49.3,17.2,29.5,75,23.8,Expressed protein ; supported by full-length cDNA: Ceres: 3657.
247216_at,60.9,56.9,71.1,58.6,55.4,58.8,49.8,50.6,40.4,110.7,120.7,147,4-alpha-glucanotransferase  ; supported by cDNA: gi_14335103_gb_AY037231.1_
247217_s_at,36.8,20.2,37.8,16.1,24,23.6,16.3,46.9,38.2,22.2,16.8,50.2,MADS box transcription factors-like protein  ; supported by cDNA: gi_11545548_gb_AF312667.1_AF312667
247218_at,64.3,73.5,79.1,80.7,68.7,446.6,403.7,899.2,1280,193.9,112.9,205,asparagine synthetase (gb|AAC72837.1)  ; supported by cDNA: gi_3859535_gb_AF095453.1_AF095453
247219_at,191.9,211.7,171.7,142.2,175.7,146.7,160.1,151.3,154.1,214.1,186,216.5,COP1-interacting protein CIP8  ; supported by cDNA: gi_5929905_gb_AF162150.1_AF162150
247220_at,161.4,142.7,185.3,182.6,178.7,164,153.6,186.5,202.8,125.5,145.4,154.2,cdc2-like protein kinase  ; supported by cDNA: gi_13430443_gb_AF360134.1_AF360134
247221_at,112.7,111.1,108.4,122.2,104.8,110.3,125.1,126.9,114.1,109.7,82.5,104.5,Expressed protein ; supported by cDNA: gi_13430581_gb_AF360203.1_AF360203
247222_at,295.4,370.1,368,308.9,382.5,296.4,305.6,231.1,238.9,402.5,247.6,408.4,ABC transporter protein 1-like  ; supported by cDNA: gi_15912314_gb_AY056435.1_
247223_at,9.7,12.4,12.3,11.6,16.3,12.9,9.8,5.8,5.8,11.4,4.2,2.6,MADS box transcription factor-like
247224_at,13.5,12.4,20.2,25,17.5,21.6,12.7,21.8,10.7,16.5,10.5,8.6,MADS box transcription factor-like protein
247225_at,56,55.1,70.1,63.3,74.1,70.5,64.1,75.1,49.2,41.4,36.1,31.9," inositol-1, 4, 5-trisphosphate 5-phosphatase-like protein  "
247226_at,8.2,2.9,4,6.3,4.2,6.1,5.5,7.2,5.2,6.9,0.4,0.3,putative protein contains similarity to transcription factor
247227_at,2.1,1.5,0.7,2.3,6.1,0.8,0.7,0.9,1.1,1.8,1,2,putative protein contains similarity to AP2 domain transcription factor
247228_at,61.8,49.3,41.9,61.3,40.4,199.9,279.2,53.3,106.3,24.3,16,19.7,trehalose-6-phosphate phosphatase
247229_at,13.7,16.9,13.3,16.2,16,17.1,14.2,10.8,17.7,12.9,7.7,3.9,putative protein contains similarity to tetratricopeptide repeat protein 2
247230_at,19.8,16.2,19.2,23.9,21.9,19.6,20.7,21.4,13.9,11.8,19.3,16.2,putative protein similar to unknown protein (pir||T05009)
247231_at,37.4,22.2,37.9,37.6,45.4,32.1,40.5,25.3,21.5,12.2,12.6,2.8,transcription factor-like protein
247232_at,91.4,115.9,102,88,121.8,84.9,90.1,76.6,96.1,267.6,275,304.6,ABC transporter-like
247233_at,66.6,47.2,55.4,56.2,58.2,67.7,60.5,66.4,58.7,55.9,59.7,50.3,mitochondrial carrier protein-like
247234_at,6.1,9.8,10.4,11,11.5,10.2,8.2,12.5,15.1,13.1,11.6,13.2,putative protein similar to unknown protein (gb|AAD15341.1)
247235_at,24.9,18,26.4,18.7,30.7,26.1,22.4,29.9,32,58.6,55.4,75,putative protein contains similarity to FtsH
247236_at,6.6,4.2,3.5,5.2,8.1,2.5,5,5.3,7.4,8.9,1.6,1.9,putative protein similar to unknown protein (emb|CAB71865.1)
247237_at,35.3,41.2,31.5,36.1,38.3,31.3,32.4,28.8,26.2,35,35.8,32.1,auxin-independent growth promoter-like protein
247238_at,99.5,111.1,107.4,105.7,120.2,102.8,102,110.5,105.8,97.8,119.6,115.4,histone acetyltransferase
247239_at,21.9,15.6,19.2,20.5,20.8,16.2,25.5,27.7,35.4,18.5,18,19.5,pectin methylesterase-like protein supported by full-length cDNA: Ceres: 21903.
247240_at,94.3,106,119.1,112.4,110.3,81.1,78.1,106.3,61,70.2,64.5,43.1,putative protein strong similarity to unknown protein (emb|CAB89350.1)
247241_at,87.7,103.6,113.2,105.4,102,111.1,101,192,208.2,70,80.6,77.1,unknown protein
247242_at,12.7,8.4,9.9,5.9,11,8.8,10.1,7.3,12,5,2.7,5.1,unknown protein
247243_at,18.9,22.5,15.6,13.6,11.1,28,42.7,29.2,44,19,17.9,11,nodulin-like protein
247244_at,13.3,18.4,19.7,13.6,15.4,18.3,5.2,32.1,23.7,14.3,10.8,11.2,putative protein similar to unknown protein (emb CAB71880.1)
247245_at,1,2,0.6,2.8,0.8,1.2,3.6,1.7,0.7,3.3,0.7,0.8,putative protein similar to unknown protein (gb AAD20394.1)
247246_at,70.5,75.8,73,88.8,83.6,37.9,55.4,78.4,103.4,119.8,214.3,181.4,invertase inhibitor homolog (emb|CAA73335.1)  ;supported by full-length cDNA: Ceres:25884.
247247_at,55.1,64.4,67.3,70.5,78.3,76.7,71.5,90.5,88.3,91.9,101.4,102.7,50S ribosomal protein L17  ;supported by full-length cDNA: Ceres:2806.
247248_at,92.3,109.2,114.2,113.6,108,124.2,136.5,96.2,92.1,78.9,70.3,69,putative protein contains similarity to unknown protein (emb|CAB89361.1);supported by full-length cDNA: Ceres:106187.
247249_at,109.9,106.2,105.6,113,108.8,119.1,92.9,128.6,145.8,119.9,152,137.3,putative protein similar to unknown protein (ref|NP_014115.1);supported by full-length cDNA: Ceres:14033.
