"genes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","tair_symbol","uniprotswissprot","entrezgene_id","description","external_gene_name","external_gene_source","batchcorr","refgroup","Affy_identifier","logFC_scheible2004","Padj_scheible2004","logFC_nguyen2017","Padj_nguyen2017"
"AT1G71030",1940.28364075037,0.859520982746561,0.22628045683284,3.79847643396581,0.000145588268516049,0.0222612902460663,"ATMYBL2","",843443,"At1g71030/F23N20_2 [Source:UniProtKB/TrEMBL;Acc:Q9C9A5]","ATMYBL2","TAIR Gene Name","p","em2","259751_at",-0.835296133871686,5.27712310367743e-05,NA,NA
"AT1G72645",352.635793362118,0.975501306171812,0.208616282531907,4.67605545613445,2.92445553067217e-06,0.00158228041417214,"","",2745853,"At1g72645 [Source:UniProtKB/TrEMBL;Acc:Q8RXY2]","","","p","em2",NA,NA,NA,NA,NA
"AT1G73830",184.225236867171,0.827136159082099,0.214546313911796,3.85528021433242,0.000115597144602169,0.0187631949865412,"BEE3","",843719,"Transcription factor BEE 3 [Source:UniProtKB/Swiss-Prot;Acc:Q8GWK7]","BEE3","UniProtKB Gene Name","p","em2","260070_at",-1.14595206229514,2.77000360695994e-06,NA,NA
"AT1G74090",1218.65585721825,-0.470329457512206,0.131309894708841,-3.58182799974889,0.000341198411884375,0.0382958919636819,"SOT18","Q9C9C9",843749,"Sulfotransferase [Source:UniProtKB/TrEMBL;Acc:T1P4U2]","SOT18","UniProtKB Gene Name","p","em2","260385_at",-0.485738902380889,0.000612339222405691,NA,NA
"AT1G74900",299.911943823574,0.593476317898599,0.163902265553573,3.62091589090706,0.000293561946404998,0.034413614617177,"OTP43","Q9S7R4",NA,"Pentatricopeptide repeat (PPR) superfamily protein [Source:TAIR;Acc:AT1G74900]","OTP43","TAIR Gene Name","p","em2","262224_at",-0.371842686750558,0.0235870123772444,NA,NA
"AT1G75388",501.861460780236,-0.546723946272838,0.141164221556628,-3.87296398651211,0.000107519720434546,0.0182794431521893,NA,NA,NA,NA,NA,NA,"p","em2",NA,NA,NA,NA,NA
"AT1G75390",501.861460780236,-0.546723946272838,0.141164221556628,-3.87296398651211,0.000107519720434546,0.0182794431521893,"AtbZIP44","C0Z2L5",843875,"bZIP transcription factor 44 [Source:UniProtKB/Swiss-Prot;Acc:C0Z2L5]","BZIP44","UniProtKB Gene Name","p","em2",NA,NA,NA,NA,NA
"AT1G76430",17.8103381179429,-2.40973237396815,0.639794487967449,-3.76641627786382,0.000165607582910965,0.0240999007379604,"PHT1;9","Q9S735",843976,"Putative phosphate transporter [Source:UniProtKB/TrEMBL;Acc:Q0WRM8]","PHT1-9","UniProtKB Gene Name","p","em2",NA,NA,NA,NA,NA
"AT1G80240",599.200926352387,-0.519241065319777,0.132028212546766,-3.932803870505,8.3960740910501e-05,0.0154057008169781,"","",844364,"At1g80240 [Source:UniProtKB/TrEMBL;Acc:Q9SSB7]","","","p","em2","262045_at",0.73757585458337,0.00616332960458626,NA,NA
"AT1G80440",711.465835773463,1.0194059744451,0.236726338586506,4.3062634286154,1.66035317117523e-05,0.00456375468375729,"","Q9M8L2",844383,"F-box/kelch-repeat protein At1g80440 [Source:UniProtKB/Swiss-Prot;Acc:Q9M8L2]","","","p","em2","260287_at",-1.08784531158447,1.78978765381198e-05,NA,NA
"AT1G80920",3110.44450777339,1.05969177181782,0.22965933143007,4.61418991869045,3.94631453103534e-06,0.00189252688453129,"J8","Q9SAG8",844432,"Chaperone protein dnaJ 8, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SAG8]","ATJ8","UniProtKB Gene Name","p","em2","261901_at",-0.876617919458693,3.37069812788628e-06,NA,NA
"AT2G01008",42.1737787090833,-1.02583400206705,0.276940208685514,-3.70417140557572,0.000212082823712644,0.0279697478947531,"","",6241151,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; BEST Arabidopsis thaliana protein match is: maternal effect embryo arrest 38 (TAIR:AT3G43160.1). [Source:TAIR;Acc:AT2G01008]","","","p","em2",NA,NA,NA,NA,NA
"AT2G01020",191.987987979229,-0.975605455894925,0.263118994187588,-3.7078488343543,0.000209027366005199,0.0277401663526774,NA,NA,NA,NA,NA,NA,"p","em2",NA,NA,NA,NA,NA
"AT2G01150",208.384807686413,-0.615652917898379,0.169992274149597,-3.62165234260347,0.000292727341436421,0.034413614617177,"RHA2B","",814644,"RING-H2 finger protein 2B [Source:TAIR;Acc:AT2G01150]","RHA2B","TAIR Gene Name","p","em2",NA,NA,NA,NA,NA
"AT2G01670",685.481857666149,0.518011140714979,0.145357119399155,3.56371358249407,0.000365644919281228,0.039482829363999,"atnudt17","Q9ZU95",814696,"Nudix hydrolase 17, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9ZU95]","NUDT17","UniProtKB Gene Name","p","em2","265872_at",0.395704689378364,0.0148567485886285,NA,NA
"AT2G01870",344.991418735651,0.468359432834789,0.131993217226036,3.5483598527092,0.000387638225990086,0.040694299535407,"","",814718,"At2g01870 [Source:UniProtKB/TrEMBL;Acc:Q9SIS7]","","","p","em2","263597_at",-1.26679532866591,3.81156172717632e-07,NA,NA
"AT2G02130",5372.60207117365,-0.480859025407508,0.106269651111396,-4.52489511707771,6.0425464365574e-06,0.00240573155392071,"PDF2.3","Q9ZUL7",814744,"Defensin-like protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZUL7]","PDF2.3","UniProtKB Gene Name","p","em2","266118_at",-0.300668420424213,0.0224441159962781,NA,NA
"AT2G02710",693.025977675045,0.734831804652779,0.19050277831732,3.85732854472479,0.000114633035065866,0.0187509432009678,"PLP","",814800,"Protein TWIN LOV 1 [Source:UniProtKB/Swiss-Prot;Acc:O64511]","TLP1","UniProtKB Gene Name","p","em2","267477_at",-1.13889816299936,4.85694516305347e-06,NA,NA
"AT2G04690",451.967321329025,0.540495408757404,0.148256744913248,3.64567162913009,0.000266694349497182,0.0329388157324433,"","",815012,"Pyridoxamine 5'-phosphate oxidase family protein [Source:TAIR;Acc:AT2G04690]","","","p","em2","263647_at",0.870189515276127,1.9223687410187e-05,NA,NA
"AT2G15890",1341.87536796849,1.08997708816318,0.201886141279608,5.39896934606118,6.70248237503964e-08,0.000142867136397125,"MEE14","",816085,"CCG-binding protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9XIM0]","MEE14","UniProtKB Gene Name","p","em2","265478_at",-1.87123783548916,9.95427725059487e-06,NA,NA
"AT2G15960",401.040977008888,1.43738259542457,0.286272075313514,5.02103669682207,5.13933386452454e-07,0.000436608616501534,"","",816091,"Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9XIM6]","","","p","em2","265481_at",-1.02175299146337,4.02734927055257e-05,NA,NA
"AT2G17880",143.815121106094,0.918839132386694,0.218507895631569,4.20506146805774,2.61011210553372e-05,0.00679950315294653,"","",816298,"At2g17880/At2g17880 [Source:UniProtKB/TrEMBL;Acc:O48828]","","","p","em2","264788_at",-0.822983098691189,8.69064498354639e-05,NA,NA
"AT2G18290",529.036767332258,0.463303897053678,0.114947108406461,4.03058331328703,5.56386029508337e-05,0.0112591098474925,"APC10","Q9ZPW2",816345,"Anaphase-promoting complex subunit 10 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZPW2]","APC10","UniProtKB Gene Name","p","em2","265336_at",-0.958032548155548,1.21282450781702e-06,NA,NA
"AT2G18530",27.709388416155,-1.7196664337188,0.461316764050749,-3.72773453671764,0.000193208731124655,0.0264733599705282,"","",816368,"Protein kinase superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9ZU68]","","","p","em2",NA,NA,NA,NA,NA
"AT2G19880",777.550645064572,-0.611460691760439,0.134015786754376,-4.56260196331291,5.05235432793481e-06,0.00213219457347505,"","",816507,"Nucleotide-diphospho-sugar transferases superfamily protein [Source:TAIR;Acc:AT2G19880]","","","p","em2",NA,NA,NA,NA,NA
"AT2G20270",2110.72050859091,0.592857672927023,0.166344202450445,3.56404169302889,0.000365187910494182,0.039482829363999,"","",816546,"Thioredoxin superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IUG7]","","","p","em2","265288_at",-0.737621602741006,8.26791334106819e-06,NA,NA
"AT2G20570",3191.42619368022,-0.565411066653866,0.110917293929248,-5.09759160744159,3.44001957519287e-07,0.000382041331874446,"GPRI1","",816579,"GBF's pro-rich region-interacting factor 1 [Source:UniProtKB/TrEMBL;Acc:F4IVF9]","GPRI1","TAIR Gene Name","p","em2","263715_at",0.503184074798403,0.000486279063024473,NA,NA
"AT2G22980",345.282253479207,1.01551411145801,0.274717199692457,3.69658001972526,0.000218523402181833,0.0286401385679432,"SCPL13","",816829,"Serine carboxypeptidase-like 13 [Source:UniProtKB/TrEMBL;Acc:A8MQS0]","SCPL13","TAIR Gene Name","p","em2","267265_at",-1.54233404011972,1.82563220107096e-05,NA,NA
"AT2G23030",66.2929398570607,1.36619192341184,0.315114580752577,4.33554017128948,1.45402616371675e-05,0.00420293233980646,"SNRK2-9","O64812",816833,"SNRK2.9 [Source:UniProtKB/TrEMBL;Acc:A0A178VSC8]","SRK2J","UniProtKB Gene Name","p","em2",NA,NA,NA,NA,NA
"AT2G24190",170.549625299653,0.627449293486446,0.17906995769064,3.50393389029791,0.000458439151611519,0.046594813866324,"","",816953,"NAD(P)-binding Rossmann-fold superfamily protein [Source:TAIR;Acc:AT2G24190]","","","p","em2","266015_at",-0.489933913416691,0.0022062473684569,NA,NA
"AT2G24240",70.8041882909523,0.917119467635417,0.201812688202676,4.5444093520739,5.50895078790242e-06,0.00223546866491402,"","Q9ZUH1",816958,"BTB/POZ domain-containing protein At2g24240 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZUH1]","","","p","em2",NA,NA,NA,NA,NA
"AT2G24550",369.748494292661,0.60151369657687,0.148185553426536,4.0591925641056,4.92426935941414e-05,0.0103907007752998,"","",816991,"At2g24550/F25P17.15 [Source:UniProtKB/TrEMBL;Acc:Q945P6]","","","p","em2",NA,NA,NA,NA,NA
"AT2G24980",863.055781896906,-0.860210352182628,0.182450887060179,-4.71475017766781,2.42007490568595e-06,0.00138016217796971,"","",817037,"Proline-rich extensin-like family protein [Source:TAIR;Acc:AT2G24980]","","","p","em2","263552_x_at",0.597970947636148,0.000540476225587955,NA,NA
"AT2G25900",680.973208707446,1.08328945483976,0.168260662360555,6.43816231103649,1.2092864758321e-10,6.37928848163327e-07,"ATCTH","O82307",817131,"Zinc finger CCCH domain-containing protein 23 [Source:UniProtKB/Swiss-Prot;Acc:O82307]","ATCTH","TAIR Gene Name","p","em2","266656_at",-1.43222393106761,1.11316209792297e-06,NA,NA
"AT2G28605",537.549947277617,0.476467305757706,0.127781571903782,3.72876384801778,0.000192421368671687,0.0264733599705282,"","Q8VY52",817409,"PsbP domain-containing protein 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8VY52]","PPD2","UniProtKB Gene Name","p","em2","263442_at",-1.44245151172596,6.30604609236829e-07,NA,NA
"AT2G28720",354.917821437367,0.581772275689206,0.131349093456794,4.42920663080611,9.45803731173159e-06,0.0031183444580445,"","Q9SI96",817421,"Histone H2B.3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SI96]","","","p","em2",NA,NA,NA,NA,NA
"AT2G28780",207.229914674593,1.14436966490645,0.256386110957941,4.46346200514029,8.06459042595349e-06,0.0028842529250516,"","",817427,"p-hydroxybenzoic acid efflux pump subunit [Source:UniProtKB/TrEMBL;Acc:Q84W96]","","","p","em2","266222_at",1.55750444733419,6.94963650577722e-06,NA,NA
"AT2G29290",1081.48764581473,0.718176993277991,0.197524171548751,3.63589421814504,0.000277017998844225,0.033024614653175,"","",817478,"Tropinone reductase homolog At2g29290 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZW13]","","","p","em2","266279_at",-1.95264873521927,7.89329495947169e-08,NA,NA
"AT2G33670",19.8012337009688,-1.6691223264042,0.43537552531942,-3.8337532298804,0.000126202751486421,0.0198731661127983,"MLO5","O22815",817932,"MLO-like protein 5 [Source:UniProtKB/Swiss-Prot;Acc:O22815]","MLO5","UniProtKB Gene Name","p","em2",NA,NA,NA,NA,NA
"AT2G34660",1790.32780180191,-0.372026632987882,0.104616989513017,-3.55608237935,0.000376426087746097,0.0403196288199512,"MRP2","Q42093",818031,"ABC transporter C family member 2 [Source:UniProtKB/Swiss-Prot;Acc:Q42093]","ABCC2","UniProtKB Gene Name","p","em2","267319_at",0.741600841190348,8.57193009602852e-05,1.102,0.0025
"AT2G36580",2050.54412844049,-0.49943127505869,0.120943884422539,-4.129446291917,3.63637933701997e-05,0.0084320044385119,"","",818231,"Pyruvate kinase [Source:UniProtKB/TrEMBL;Acc:A0A178VX82]","","","p","em2","263922_s_at",0.537689146949294,0.000178414939072035,0.922,5.2e-05
"AT2G37678",94.6432897188961,1.15573623049047,0.242795726657871,4.76011767752009,1.93480115689584e-06,0.00120077174151939,"FHY1","",5007942,"Protein FAR-RED ELONGATED HYPOCOTYL 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8S4Q6]","FHY1","UniProtKB Gene Name","p","em2",NA,NA,NA,NA,NA
"AT2G38210",111.615422139975,0.697540063242692,0.185653119541062,3.75722242086223,0.000171809778639875,0.024831220130685,"PDX1L4","O80446",818400,"Pyridoxal 5'-phosphate synthase PDX1-like 4 [Source:UniProtKB/Swiss-Prot;Acc:O80446]","PDX1L4","UniProtKB Gene Name","p","em2","267138_s_at",-1.29206204490993,4.90475963332708e-08,1.098,0.0039
"AT2G38610",423.956337269765,-0.401887607281703,0.111841031314878,-3.59338252300468,0.000326412849517853,0.0370303093423452,"","Q9ZVI3",818443,"KH domain-containing protein At2g38610 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZVI3]","","","p","em2","266420_at",0.934514382895101,2.60819045369917e-06,NA,NA
"AT2G38870",948.217778609138,0.387201873122132,0.0997173670316359,3.88299335058947,0.000103178390728489,0.0179931175434864,"","",818471,"Putative protease inhibitor [Source:UniProtKB/TrEMBL;Acc:Q9ZV18]","","","p","em2","266168_at",-1.11706527818779,4.27166470829596e-06,NA,NA
"AT2G38940",852.912256976203,-0.940574793972685,0.211288732467688,-4.45160886237284,8.52293059650816e-06,0.00294823538552326,"ATPT2","Q96303",818479,"PHT1 [Source:UniProtKB/TrEMBL;Acc:A0A178VRB1]","PHT1-4","UniProtKB Gene Name","p","em2","266184_s_at",0.987710710116906,6.12089551129588e-06,NA,NA
"AT2G40000",728.244218054145,1.05380819968118,0.295640652489221,3.56449017010475,0.000364564113006802,0.039482829363999,"HSPRO2","O04203",818588,"Nematode resistance protein-like HSPRO2 [Source:UniProtKB/Swiss-Prot;Acc:O04203]","HSPRO2","UniProtKB Gene Name","p","em2",NA,NA,NA,NA,NA
"AT2G40850",99.3930647154346,-0.644780458117,0.181523815452664,-3.55204333111397,0.000382251906349206,0.0405321481199729,"ATPI4K GAMMA 1","O22199",818683,"Phosphatidylinositol 4-kinase gamma 1 [Source:UniProtKB/Swiss-Prot;Acc:O22199]","PI4KG1","UniProtKB Gene Name","p","em2",NA,NA,NA,NA,NA
"AT2G43100",1367.85471055985,-0.752856115994717,0.145648594519702,-5.16898991354754,2.35362598853355e-07,0.000354741871314618,"IPMI2","Q9ZW84",818912,"IPMI2 [Source:UniProtKB/TrEMBL;Acc:A0A178VZE1]","IPMI2","UniProtKB Gene Name","p","em2","266395_at",-0.764977790496199,1.37697355667936e-05,NA,NA
"AT2G45135",112.863126563795,-1.7217491152916,0.399368486409253,-4.31117920888539,1.62386228299697e-05,0.00456375468375729,"","",819121,"RING/U-box superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IW24]","","","p","em2",NA,NA,NA,NA,NA
"AT2G45660",388.220700444137,0.854870207084839,0.168288464492879,5.07979087967145,3.77850566813546e-07,0.000398651240516632,"AGL20","O64645",819174,"SOC1 [Source:UniProtKB/TrEMBL;Acc:A0A178VZL4]","SOC1","UniProtKB Gene Name","p","em2",NA,NA,NA,NA,NA
"AT2G45680",279.587128203675,-0.758993784524551,0.170933491907851,-4.44028713187303,8.98389303803148e-06,0.00305756656444358,"","O64647",819176,"Transcription factor TCP9 [Source:UniProtKB/Swiss-Prot;Acc:O64647]","TCP9","UniProtKB Gene Name","p","em2","267515_at",0.462737842880177,0.000759026624635009,0.833,0.0016
"AT2G45685",227.365488583519,-0.7989705591853,0.186852069785483,-4.27595241574024,1.90321875076986e-05,0.0050835213746829,NA,NA,NA,NA,NA,NA,"p","em2",NA,NA,NA,NA,NA
"AT2G46880",161.329819982688,-1.9912044068768,0.562784881446855,-3.53812704022475,0.000402976123761913,0.0420950454826738,"ATPAP14","",819301,"Probable inactive purple acid phosphatase 14 [Source:UniProtKB/Swiss-Prot;Acc:Q84LR6]","PAP14","UniProtKB Gene Name","p","em2",NA,NA,NA,NA,NA
"AT3G01260",121.079433086663,0.911301311064262,0.258619533714435,3.52371415250679,0.000425543060003116,0.0440165887702243,"","",821171,"Galactose mutarotase-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4J5Z7]","","","p","em2",NA,NA,NA,NA,NA
"AT3G02030",2227.7687861162,-1.12843097222828,0.288578639281007,-3.91030664999933,9.21790219052853e-05,0.0166245259933626,"","",821242,"Transferase [Source:UniProtKB/TrEMBL;Acc:A0A1I9LSS3]","","","p","em2",NA,NA,NA,NA,NA
"AT3G02040",3275.23533407717,-1.31719845660494,0.295362814442519,-4.45959474990473,8.21147664520341e-06,0.00288783947817395,"SRG3","Q9SGA2",821175,"Glycerophosphodiester phosphodiesterase GDPD1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SGA2]","GDPD1","UniProtKB Gene Name","p","em2","258856_at",-0.758406398694714,6.66504255791554e-05,NA,NA
"AT3G02380",794.879777094607,0.54813012545619,0.147534300160353,3.71527248145301,0.000202984838031734,0.0272814208108765,"COL2","Q96502",821298,"Zinc finger protein CONSTANS-LIKE 2 [Source:UniProtKB/Swiss-Prot;Acc:Q96502]","COL2","UniProtKB Gene Name","p","em2","258497_at",-0.342195317461871,0.00865935746450743,NA,NA
"AT3G03250",2699.30798025883,-0.641251392759721,0.127936862359261,-5.01224886193483,5.37975642341116e-07,0.000436608616501534,"UGP","",821313,"UTP--glucose-1-phosphate uridylyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1I9LT02]","UGP","TAIR Gene Name","p","em2","258849_at",0.699307201155475,6.40473358371532e-06,NA,NA
"AT3G03790",1189.86890847396,-0.842319534983325,0.209988201825416,-4.01127076502911,6.03927987517303e-05,0.0119097985650492,"","",821145,"Ankyrin repeat family protein / regulator of chromosome condensation (RCC1) family protein [Source:UniProtKB/TrEMBL;Acc:F4J2C4]","","","p","em2","259334_at",0.501729400053867,0.00228478235092338,NA,NA
"AT3G05870",383.548838476177,0.723673437080718,0.18532758090079,3.90483398943257,9.4290089358989e-05,0.0168611455556273,"APC11","",819756,"APC11 [Source:UniProtKB/TrEMBL;Acc:A0A384LJP7]","APC11","TAIR Gene Name","p","em2",NA,NA,NA,NA,NA
"AT3G06070",726.89856014553,0.846282928231764,0.226751764398068,3.73219996977,0.000189814718123896,0.0263505287311338,"","",819780,"At3g06070 [Source:UniProtKB/TrEMBL;Acc:Q8LED7]","","","p","em2","258468_at",-2.35023744503319,3.66936664505009e-08,NA,NA
"AT3G11170",3715.68240387434,0.444702318458133,0.106767547983154,4.16514499825641,3.1115474496313e-05,0.00756341560557487,"FAD7","P46310",820288,"sn-2 acyl-lipid omega-3 desaturase (ferredoxin), chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P46310]","FAD7","UniProtKB Gene Name","p","em2","256417_s_at",-1.3534154587801,1.70930362527957e-07,NA,NA
"AT3G13110",1484.46792455572,-0.407062045790012,0.111080762425613,-3.66455934314107,0.000247764790126885,0.0317520911763328,"ATSERAT2;2","Q39218",820499,"Serine acetyltransferase 3, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q39218]","SAT3","UniProtKB Gene Name","p","em2","257194_at",0.655191285183008,2.38750673444891e-05,0.704,0.001
"AT3G15460",455.520101345058,0.886510513745107,0.204894882454244,4.32666010554498,1.51387291894707e-05,0.00431678817063542,"","Q9LE16",820785,"Ribosome biogenesis protein BRX1 homolog 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LE16]","BRIX1-1","UniProtKB Gene Name","p","em2",NA,NA,NA,NA,NA
"AT3G15500",22.1076216467587,1.7376650285613,0.475193700129191,3.65675097984019,0.000255432306099466,0.0322951835529031,"ATNAC3","Q9LDY8",820789,"NAC3 [Source:UniProtKB/TrEMBL;Acc:A0A178VLD3]","NAC055","UniProtKB Gene Name","p","em2","258395_at",1.37386098153939,3.51741662307427e-07,NA,NA
"AT3G15760",128.074971467347,0.870597546594985,0.230820203557874,3.77175625519582,0.000162102565869209,0.023753654461154,"","",820819,"At3g15760 [Source:UniProtKB/TrEMBL;Acc:Q9LW03]","","","p","em2","258275_at",0.704055331979021,6.41246160306798e-05,NA,NA
"AT3G17790",1833.46533335332,-0.836334690933302,0.229632039643678,-3.64206446204566,0.000270460322038637,0.033024614653175,"ATACP5","Q9SCX8",821047,"Purple acid phosphatase 17 [Source:UniProtKB/Swiss-Prot;Acc:Q9SCX8]","PAP17","UniProtKB Gene Name","p","em2","258158_at",0.624458941862931,0.000331014108632275,NA,NA
"AT3G18773",158.294678141433,1.03387832590443,0.168260868499206,6.14449654947141,8.02175339001474e-10,2.82111697137835e-06,"","Q9LS99",821409,"RING-H2 finger protein ATL77 [Source:UniProtKB/Swiss-Prot;Acc:Q9LS99]","ATL77","UniProtKB Gene Name","p","em2",NA,NA,NA,NA,NA
"AT3G20570",580.344596620402,-0.529772753877986,0.141700038989994,-3.73869165918433,0.00018498044025734,0.025849485230928,"ENODL9","",821604,"At3g20570 [Source:UniProtKB/TrEMBL;Acc:Q9LJU1]","ENODL9","TAIR Gene Name","p","em2",NA,NA,NA,NA,NA
"AT3G21560",1089.29488815216,-0.45940453066839,0.111741487696944,-4.11131568173092,3.93410869510092e-05,0.00899742386506837,"UGT84A2","Q9LVF0",821710,"UGT84A2 [Source:UniProtKB/TrEMBL;Acc:A0A384L2P1]","UGT84A2","UniProtKB Gene Name","p","em2","258167_at",0.537660095893508,3.52112395910895e-05,0.883,0.0014
"AT3G22210",1681.48165614858,0.501513913917267,0.118300532765934,4.23932083982706,2.24197040449647e-05,0.00591347718815999,"","",821785,"At3g22210 [Source:UniProtKB/TrEMBL;Acc:Q8LA01]","","","p","em2","256796_at",-1.80817615996997,5.37790700690752e-09,NA,NA
